# FBP,BGP,LogLik
0.157799,0.157799,-11026.195076
0.005905,0.005905,-11256.563499
0.091780,0.091780,-10315.160899
0.087558,0.087558,-10280.803782
0.013444,0.013444,-10632.601444
0.035354,0.035354,-10147.616840
0.162998,0.162998,-11091.789642
0.116928,0.116928,-10553.735925
0.043781,0.043781,-10107.768451
0.091681,0.091681,-10314.332317
0.170924,0.170924,-11193.805887
0.020458,0.020458,-10374.620918
0.191096,0.191096,-11463.814987
0.028286,0.028286,-10221.424303
0.058149,0.058149,-10113.737858
0.036296,0.036296,-10140.950092
0.093911,0.093911,-10333.232055
0.062112,0.062112,-10126.595851
0.197702,0.197702,-11555.294356
0.003081,0.003081,-11809.933870
0.064307,0.064307,-10135.328073
0.118939,0.118939,-10574.867005
0.068005,0.068005,-10152.369588
0.091155,0.091155,-10309.950533
0.085044,0.085044,-10261.304001
0.017246,0.017246,-10472.729931
0.129810,0.129810,-10693.346384
0.166802,0.166802,-11140.455979
0.105566,0.105566,-10439.578172
0.029917,0.029917,-10200.140808
0.096255,0.096255,-10353.622918
0.002825,0.002825,-11885.776212
