# FBP,BGP,LogLik
0.156958,0.156958,-10402.318411
0.163489,0.163489,-10499.058864
0.032486,0.032486,-9390.258015
0.161420,0.161420,-10468.196158
0.065608,0.065608,-9373.962640
0.114229,0.114229,-9826.633044
0.120376,0.120376,-9902.159193
0.182726,0.182726,-10794.586040
0.114046,0.114046,-9824.425584
0.173791,0.173791,-10655.453338
0.084304,0.084304,-9509.747974
0.130634,0.130634,-10034.297263
0.038293,0.038293,-9346.862367
0.142443,0.142443,-10194.695976
0.185551,0.185551,-10839.202245
0.085435,0.085435,-9519.826436
0.129458,0.129458,-10018.781918
0.108860,0.108860,-9763.156053
0.002900,0.002900,-11141.846258
0.181557,0.181557,-10776.193615
0.161858,0.161858,-10474.715024
0.083097,0.083097,-9499.195689
0.018194,0.018194,-9667.593092
0.070319,0.070319,-9401.971142
0.105128,0.105128,-9720.541631
0.048835,0.048835,-9322.388324
0.166501,0.166501,-10544.314135
0.059095,0.059095,-9343.911394
0.040987,0.040987,-9334.868978
0.034573,0.034573,-9371.574235
0.145254,0.145254,-10234.054371
0.109325,0.109325,-9768.554250
