# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.041226,0.041226,-10300.323708, -10329.399924
2,0.033013,0.033013,-10649.638405, -10727.393385
2,0.072363,0.072363,-9618.650159, -9740.999324
2,0.172671,0.172671,-9768.807554, -9854.457278
2,0.101880,0.101880,-9431.668775, -9584.609491
2,0.059380,0.059380,-9816.561886, -9835.655918
2,0.190050,0.190050,-9955.352957, -10089.475722
2,0.163193,0.163193,-9681.177317, -9711.813640
2,0.064595,0.064595,-9725.733753, -9730.338233
2,0.194420,0.194420,-10007.151117, -10059.794821
2,0.197470,0.197470,-10044.423961, -10165.128599
2,0.081732,0.081732,-9526.417926, -9550.074637
2,0.131185,0.131185,-9471.832902, -9533.745275
2,0.081131,0.081131,-9531.281615, -9701.305681
2,0.051470,0.051470,-9990.272566, -10054.014879
2,0.016531,0.016531,-11899.191460, -11978.322342
2,0.052722,0.052722,-9959.488372, -10033.043767
2,0.054296,0.054296,-9922.657021, -9985.843179
2,0.079728,0.079728,-9543.158917, -9578.088193
2,0.036977,0.036977,-10467.110788, -10471.022723
2,0.190764,0.190764,-9963.680363, -10142.722490
2,0.020576,0.020576,-11483.738763, -11628.864295
2,0.125042,0.125042,-9449.534239, -9516.544042
2,0.088339,0.088339,-9481.455020, -9553.656454
2,0.084704,0.084704,-9504.322885, -9517.842412
2,0.074398,0.074398,-9595.464261, -9748.717496
2,0.173663,0.173663,-9778.580475, -9874.004814
2,0.056095,0.056095,-9882.943951, -9902.084014
2,0.004115,0.004115,-14703.983772, -14822.571955
2,0.183619,0.183619,-9882.611415, -9963.870794
2,0.172896,0.172896,-9771.017672, -9821.010149
2,0.055380,0.055380,-9898.428013, -9917.013834
3,0.041226,0.041226,-9070.737457, -9245.182505
3,0.033013,0.033013,-9263.127879, -9594.780605
3,0.072363,0.072363,-8737.756019, -8882.724786
3,0.172671,0.172671,-9253.562885, -9367.913955
3,0.101880,0.101880,-8688.601037, -9020.783996
3,0.059380,0.059380,-8849.664235, -9283.357316
3,0.190050,0.190050,-9483.489468, -9764.541884
3,0.163193,0.163193,-9140.677942, -9554.078406
3,0.064595,0.064595,-8800.792473, -9025.413303
3,0.194420,0.194420,-9545.657259, -10049.398809
3,0.197470,0.197470,-9590.052102, -9746.047084
3,0.081732,0.081732,-8693.682055, -9093.189716
3,0.131185,0.131185,-8835.630701, -9091.837055
3,0.081131,0.081131,-8695.596460, -8899.650119
3,0.051470,0.051470,-8919.903725, -9147.829695
3,0.016531,0.016531,-10042.224153, -10260.975919
3,0.052722,0.052722,-8906.484118, -9284.089595
3,0.054296,0.054296,-8890.921123, -9770.812416
3,0.079728,0.079728,-8700.522616, -8927.418991
3,0.036977,0.036977,-9427.436606, -9706.540250
3,0.190764,0.190764,-9493.523736, -9828.027517
3,0.020576,0.020576,-9772.797468, -10016.849224
3,0.125042,0.125042,-8792.732125, -8993.397511
3,0.088339,0.088339,-8679.984792, -8834.638968
3,0.084704,0.084704,-8685.899745, -8837.634388
3,0.074398,0.074398,-8725.454241, -9144.147752
3,0.173663,0.173663,-9265.910970, -9456.958316
3,0.056095,0.056095,-9074.175907, -9579.992761
3,0.004115,0.004115,-12003.926928, -12356.473029
3,0.183619,0.183619,-9395.107540, -9817.777962
3,0.172896,0.172896,-9256.359035, -9475.928280
3,0.055380,0.055380,-8881.002369, -9087.838587
4,0.041226,0.041226,-8203.785482, -8492.598252
4,0.033013,0.033013,-8321.990328, -9175.067517
4,0.072363,0.072363,-8115.799600, -8883.432148
4,0.172671,0.172671,-9146.016871, -9402.067805
4,0.101880,0.101880,-8292.241250, -8832.966649
4,0.059380,0.059380,-8103.900774, -8477.181363
4,0.190050,0.190050,-9405.753374, -9642.243485
4,0.163193,0.163193,-9014.628236, -9488.059083
4,0.064595,0.064595,-8102.271592, -8570.164216
4,0.194420,0.194420,-9474.668810, -9883.991499
