# FBP,BGP,LogLik
0.087643,0.087643,-9454.905298
0.153019,0.153019,-10216.213179
0.113128,0.113128,-9712.967080
0.016981,0.016981,-9638.791373
0.116534,0.116534,-9751.906088
0.162969,0.162969,-10355.116599
0.067413,0.067413,-9308.869379
0.185515,0.185515,-10685.658256
0.150143,0.150143,-10176.933025
0.114813,0.114813,-9732.113033
0.150329,0.150329,-10179.453133
0.015830,0.015830,-9682.981999
0.171878,0.171878,-10483.224602
0.164301,0.164301,-10374.053618
0.181974,0.181974,-10632.387314
0.025726,0.025726,-9414.214477
0.016356,0.016356,-9662.202310
0.027683,0.027683,-9382.527278
0.079876,0.079876,-9391.068745
0.084861,0.084861,-9431.083742
0.112444,0.112444,-9705.247670
0.024449,0.024449,-9437.810044
0.040280,0.040280,-9270.489497
0.162329,0.162329,-10346.047975
0.093598,0.093598,-9509.157038
0.161588,0.161588,-10335.565613
0.001485,0.001485,-11634.574030
0.110319,0.110319,-9681.529970
0.186386,0.186386,-10698.837690
0.116435,0.116435,-9750.760272
0.041219,0.041219,-9266.811391
0.143552,0.143552,-10088.456061
