# FBP,BGP,LogLik
0.126687,0.126687,-10515.140150
0.096450,0.096450,-10203.594724
0.179085,0.179085,-11182.981486
0.195454,0.195454,-11414.207595
0.146479,0.146479,-10752.405028
0.192455,0.192455,-11371.163219
0.029429,0.029429,-10101.621292
0.031909,0.031909,-10067.620932
0.199813,0.199813,-11477.300744
0.075308,0.075308,-10042.436804
0.111892,0.111892,-10353.495131
0.188946,0.188946,-11321.193453
0.120795,0.120795,-10448.937773
0.174008,0.174008,-11113.185607
0.141459,0.141459,-10690.255640
0.171175,0.171175,-11074.646785
0.094059,0.094059,-10182.487941
0.189876,0.189876,-11334.394068
0.025052,0.025052,-10180.297753
0.161534,0.161534,-10945.809788
0.047058,0.047058,-9968.228390
0.123763,0.123763,-10481.999770
0.155252,0.155252,-10863.899391
0.140200,0.140200,-10674.864467
0.087921,0.087921,-10131.332043
0.186070,0.186070,-11280.527971
0.032366,0.032366,-10062.065172
0.144002,0.144002,-10721.578337
0.050636,0.050636,-9963.652128
0.137593,0.137593,-10643.254856
0.038124,0.038124,-10007.829497
0.009556,0.009556,-10861.978347
