# FBP,BGP,LogLik
0.135134,0.135134,-10983.863952
0.008777,0.008777,-11099.514263
0.186660,0.186660,-11711.997054
0.169237,0.169237,-11455.934347
0.187323,0.187323,-11721.903282
0.034725,0.034725,-10267.075100
0.029195,0.029195,-10325.609583
0.108049,0.108049,-10650.288507
0.167744,0.167744,-11434.380479
0.147676,0.147676,-11152.100152
0.051725,0.051725,-10221.393584
0.095050,0.095050,-10510.102206
0.047072,0.047072,-10219.141827
0.112846,0.112846,-10705.749915
0.113506,0.113506,-10713.523849
0.016624,0.016624,-10626.542791
0.126563,0.126563,-10873.366652
0.019406,0.019406,-10530.026902
0.005581,0.005581,-11483.155896
0.171026,0.171026,-11481.830634
0.049689,0.049689,-10219.323200
0.093020,0.093020,-10489.738645
0.187592,0.187592,-11725.927244
0.125083,0.125083,-10854.694766
0.074521,0.074521,-10328.710390
0.170368,0.170368,-11472.297927
0.042915,0.042915,-10225.346717
0.097652,0.097652,-10536.861022
0.113148,0.113148,-10709.297332
0.117165,0.117165,-10757.166630
0.003502,0.003502,-11902.722005
0.075393,0.075393,-10335.137237
