# FBP,BGP,LogLik
0.075797,0.075797,-7764.510534
0.133677,0.133677,-8417.235370
0.005864,0.005864,-8991.786504
0.127180,0.127180,-8325.562081
0.006440,0.006440,-8908.705805
0.148956,0.148956,-8646.077020
0.094583,0.094583,-7928.764868
0.024351,0.024351,-7903.911513
0.108527,0.108527,-8084.112441
0.013355,0.013355,-8304.429830
0.130673,0.130673,-8374.404746
0.199217,0.199217,-9506.094391
0.153879,0.153879,-8723.441647
0.114755,0.114755,-8160.845121
0.020527,0.020527,-8004.673966
0.139967,0.139967,-8509.289528
0.132234,0.132234,-8396.563242
0.009819,0.009819,-8548.148323
0.158460,0.158460,-8796.891655
0.103743,0.103743,-8028.107819
0.085174,0.085174,-7839.064326
0.157637,0.157637,-8783.601231
0.082314,0.082314,-7814.624126
0.096205,0.096205,-7945.553420
0.036326,0.036326,-7727.050536
0.064264,0.064264,-7698.180250
0.169107,0.169107,-8972.828373
0.037381,0.037381,-7718.347976
0.083458,0.083458,-7824.234677
0.197807,0.197807,-9480.024491
0.047320,0.047320,-7672.391690
0.183366,0.183366,-9219.123596
