# FBP,BGP,LogLik
0.009273,0.009273,-8653.307853
0.101122,0.101122,-8176.502087
0.021305,0.021305,-8117.660983
0.121736,0.121736,-8406.478569
0.144197,0.144197,-8698.683846
0.157156,0.157156,-8884.142284
0.118002,0.118002,-8361.877163
0.197860,0.197860,-9536.874001
0.071980,0.071980,-7936.589393
0.002266,0.002266,-9791.552844
0.163684,0.163684,-8981.855555
0.090467,0.090467,-8075.201504
0.108517,0.108517,-8254.252706
0.169401,0.169401,-9069.684793
0.052398,0.052398,-7864.154943
0.065350,0.065350,-7901.560144
0.019342,0.019342,-8169.959867
0.136358,0.136358,-8592.295142
0.042599,0.042599,-7873.573356
0.170648,0.170648,-9089.116245
0.122054,0.122054,-8410.343049
0.182273,0.182273,-9274.950112
0.012199,0.012199,-8458.514951
0.198342,0.198342,-9545.203285
0.079559,0.079559,-7986.893323
0.109133,0.109133,-8260.981949
0.128747,0.128747,-8493.431455
0.097056,0.097056,-8136.259789
0.105578,0.105578,-8222.670683
0.083431,0.083431,-8016.263523
0.037377,0.037377,-7897.603456
0.193889,0.193889,-9468.783969
