# FBP,BGP,LogLik
0.117997,0.117997,-10546.955689
0.025843,0.025843,-10169.465965
0.173390,0.173390,-11312.584770
0.134565,0.134565,-10759.334086
0.188411,0.188411,-11541.927117
0.029177,0.029177,-10115.776899
0.090737,0.090737,-10245.188408
0.108713,0.108713,-10436.471862
0.021668,0.021668,-10261.204018
0.135381,0.135381,-10770.227445
0.113287,0.113287,-10490.047976
0.069608,0.069608,-10074.246796
0.082583,0.082583,-10170.897507
0.159246,0.159246,-11103.630290
0.071283,0.071283,-10084.968383
0.194527,0.194527,-11637.222202
0.183637,0.183637,-11468.277033
0.015617,0.015617,-10466.833665
0.170483,0.170483,-11269.052202
0.134756,0.134756,-10761.874481
0.011064,0.011064,-10720.589651
0.191073,0.191073,-11583.279695
0.166697,0.166697,-11212.795874
0.166537,0.166537,-11210.420898
0.183129,0.183129,-11460.481614
0.184217,0.184217,-11477.187109
0.043816,0.043816,-10007.610501
0.187473,0.187473,-11527.393316
0.009586,0.009586,-10834.676403
0.176286,0.176286,-11356.249820
0.091343,0.091343,-10251.056261
0.166234,0.166234,-11205.939179
