# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.071973,0.071973,-10552.104085, -10620.682253
2,0.159547,0.159547,-10606.354643, -10706.874367
2,0.125584,0.125584,-10427.271881, -10479.630759
2,0.007666,0.007666,-14059.050337, -14176.828921
2,0.109296,0.109296,-10401.804228, -10485.814559
2,0.172382,0.172382,-10635.928746, -10768.761179
2,0.113515,0.113515,-10403.535891, -10426.105845
2,0.035166,0.035166,-11327.987459, -11432.847685
2,0.102075,0.102075,-10434.405491, -10521.997994
2,0.151389,0.151389,-10503.140657, -10519.552069
2,0.022021,0.022021,-12067.595807, -12199.234165
2,0.163420,0.163420,-10572.383637, -10607.716817
2,0.033496,0.033496,-11518.779594, -11628.968866
2,0.106815,0.106815,-10402.443208, -10509.721792
2,0.077149,0.077149,-10511.286902, -10558.241947
2,0.049725,0.049725,-10962.311059, -11048.368081
2,0.129487,0.129487,-10431.548160, -10478.710548
2,0.007478,0.007478,-14109.054607, -14180.650992
2,0.152009,0.152009,-10506.230396, -10517.227745
2,0.105388,0.105388,-10403.425733, -10457.638657
2,0.175154,0.175154,-10657.509442, -10716.486725
2,0.104144,0.104144,-10404.765232, -10602.254743
2,0.007007,0.007007,-14393.807154, -14440.679153
2,0.028720,0.028720,-11631.765996, -11727.633619
2,0.159121,0.159121,-10545.442763, -10587.740959
2,0.098395,0.098395,-10414.783097, -10508.784571
2,0.088376,0.088376,-10455.150552, -10541.318734
2,0.063687,0.063687,-10641.831301, -10657.056179
2,0.056910,0.056910,-10742.472910, -10747.074857
2,0.193177,0.193177,-10818.392741, -10904.593346
2,0.086594,0.086594,-10461.434256, -10509.735082
2,0.176801,0.176801,-10670.743327, -10715.167945
3,0.071973,0.071973,-9988.847722, -10290.085913
3,0.159547,0.159547,-10345.781533, -10514.796920
3,0.125584,0.125584,-9978.239854, -10371.222686
3,0.007666,0.007666,-12171.705422, -12798.867380
3,0.109296,0.109296,-9878.851664, -10009.091353
3,0.172382,0.172382,-10430.593320, -10609.872658
3,0.113515,0.113515,-10121.931861, -10172.200438
3,0.035166,0.035166,-10694.429550, -11093.014253
3,0.102075,0.102075,-9847.699344, -10070.663121
3,0.151389,0.151389,-10201.761343, -10348.177746
3,0.022021,0.022021,-11060.788073, -11326.039353
3,0.163420,0.163420,-10328.358794, -10692.278319
3,0.033496,0.033496,-10635.611690, -10886.608742
3,0.106815,0.106815,-9867.166869, -10192.632789
3,0.077149,0.077149,-9820.876412, -10056.380652
3,0.049725,0.049725,-10118.638007, -10247.172789
3,0.129487,0.129487,-10007.286997, -10351.184879
3,0.007478,0.007478,-12204.875919, -12520.526302
3,0.152009,0.152009,-10207.968818, -10555.189519
3,0.105388,0.105388,-9860.901590, -10106.156255
3,0.175154,0.175154,-10545.865207, -10678.424511
3,0.104144,0.104144,-9855.719148, -10034.960738
3,0.007007,0.007007,-12389.877850, -12762.199732
3,0.028720,0.028720,-10563.146830, -10825.737958
3,0.159121,0.159121,-10281.666993, -10513.055863
3,0.098395,0.098395,-9835.339051, -10195.098916
3,0.088376,0.088376,-9815.325446, -10259.115939
3,0.063687,0.063687,-9877.529603, -10060.526698
3,0.056910,0.056910,-10051.774704, -10250.553617
3,0.193177,0.193177,-10691.077972, -10824.849941
3,0.086594,0.086594,-9814.069529, -10101.448134
3,0.176801,0.176801,-10511.741459, -10748.533790
4,0.071973,0.071973,-9254.507126, -9863.637310
4,0.159547,0.159547,-10066.744409, -10389.078399
4,0.125584,0.125584,-10091.749885, -10357.800765
4,0.007666,0.007666,-10754.839046, -12124.269428
4,0.109296,0.109296,-9863.263173, -10298.480182
4,0.172382,0.172382,-10464.705508, -10820.741839
4,0.113515,0.113515,-9529.167006, -10197.563431
4,0.035166,0.035166,-9417.288030, -9954.029546
4,0.102075,0.102075,-9427.213648, -9963.373201
4,0.151389,0.151389,-9959.440111, -10301.426450
4,0.022021,0.022021,-9739.905027, -10570.609954
4,0.163420,0.163420,-10348.391786, -10561.344624
4,0.033496,0.033496,-9444.940036, -10278.283115
4,0.106815,0.106815,-9693.093995, -10131.970151
4,0.077149,0.077149,-9889.826180, -10309.652084
4,0.049725,0.049725,-9272.981833, -10172.960541
4,0.129487,0.129487,-9695.349480, -10324.575054
4,0.007478,0.007478,-10781.443253, -11781.758951
4,0.152009,0.152009,-10344.840097, -10503.279009
4,0.105388,0.105388,-9897.307551, -10163.073239
4,0.175154,0.175154,-10283.725076, -10701.561896
4,0.104144,0.104144,-9765.699220, -10269.639279
4,0.007007,0.007007,-10851.693368, -11601.749187
4,0.028720,0.028720,-9542.210189, -10059.549976
4,0.159121,0.159121,-10239.665539, -10621.174565
4,0.098395,0.098395,-10065.968794, -10313.526089
4,0.088376,0.088376,-9328.548265, -9987.617190
4,0.063687,0.063687,-9241.556709, -9901.167711
4,0.056910,0.056910,-9247.087077, -9866.514095
4,0.193177,0.193177,-10551.365193, -10880.413397
4,0.086594,0.086594,-9764.757765, -10158.566699
4,0.176801,0.176801,-10536.813290, -10821.290266
5,0.071973,0.071973,-9240.415559, -9925.527544
5,0.159547,0.159547,-10142.493958, -10495.791734
5,0.125584,0.125584,-9734.942668, -10099.308214
5,0.007666,0.007666,-10199.859718, -11764.880141
5,0.109296,0.109296,-9559.799798, -10154.107350
5,0.172382,0.172382,-10356.701959, -10676.803753
5,0.113515,0.113515,-9611.907166, -10349.836855
5,0.035166,0.035166,-9299.578324, -9837.295067
5,0.102075,0.102075,-9454.316095, -9811.564723
