# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.077439,0.077439,-10565.502806, -10623.731020
2,0.111172,0.111172,-10435.057995, -10530.744070
2,0.002829,0.002829,-16105.468319, -16181.280860
2,0.169529,0.169529,-10572.976670, -10634.425734
2,0.184384,0.184384,-10697.191331, -10755.025026
2,0.110106,0.110106,-10434.785475, -10491.014480
2,0.053604,0.053604,-10922.123178, -10960.171577
2,0.198048,0.198048,-10832.051505, -10881.237289
2,0.076639,0.076639,-10572.932311, -10631.720476
2,0.138731,0.138731,-10402.995460, -10441.776855
2,0.137991,0.137991,-10400.589947, -10470.965402
2,0.086862,0.086862,-10462.842222, -10505.609015
2,0.039832,0.039832,-11153.965151, -11215.660667
2,0.193316,0.193316,-10783.236556, -10832.101471
2,0.012738,0.012738,-13052.308824, -13212.612153
2,0.097030,0.097030,-10452.019118, -10512.134667
2,0.044146,0.044146,-11172.972689, -11223.680526
2,0.058795,0.058795,-10816.237728, -10850.480303
2,0.165705,0.165705,-10545.096892, -10727.554092
2,0.073453,0.073453,-10540.923216, -10730.149847
2,0.016670,0.016670,-12552.217362, -12626.585565
2,0.039262,0.039262,-11173.128822, -11272.797845
2,0.172075,0.172075,-10592.494573, -10642.532935
2,0.195406,0.195406,-10804.526903, -10878.810107
2,0.053596,0.053596,-10802.366886, -10841.577336
2,0.135082,0.135082,-10392.003756, -10428.883953
2,0.016240,0.016240,-12599.771263, -12706.089563
2,0.144693,0.144693,-10425.490150, -10458.145421
2,0.083287,0.083287,-10477.803442, -10571.921722
2,0.183632,0.183632,-10690.322943, -10742.592852
2,0.062307,0.062307,-10754.869253, -10828.378255
2,0.188293,0.188293,-10733.850176, -10759.409324
3,0.077439,0.077439,-9798.912066, -10000.802685
3,0.111172,0.111172,-9891.215615, -10203.812153
3,0.002829,0.002829,-13479.821210, -13864.469560
3,0.169529,0.169529,-10420.852554, -10670.014137
3,0.184384,0.184384,-10603.351112, -10705.613620
3,0.110106,0.110106,-9885.175474, -10128.145308
3,0.053604,0.053604,-9920.999574, -10214.429866
3,0.198048,0.198048,-10771.223468, -10914.132454
3,0.076639,0.076639,-9799.798142, -10355.496344
3,0.138731,0.138731,-10098.192026, -10344.258053
3,0.137991,0.137991,-10091.499844, -10280.404283
3,0.086862,0.086862,-9801.011243, -10115.032951
3,0.039832,0.039832,-10126.575911, -10500.894279
3,0.193316,0.193316,-10773.087068, -10946.403844
3,0.012738,0.012738,-12001.740263, -12182.075957
3,0.097030,0.097030,-9825.701636, -10299.442555
3,0.044146,0.044146,-10046.702021, -10425.216016
3,0.058795,0.058795,-9874.466379, -10344.644615
3,0.165705,0.165705,-10376.486579, -10643.262502
3,0.073453,0.073453,-10157.945038, -10289.665872
3,0.016670,0.016670,-11049.270209, -11531.403508
3,0.039262,0.039262,-10204.818244, -10779.209934
3,0.172075,0.172075,-10450.995598, -10665.785399
3,0.195406,0.195406,-10778.122413, -11024.440293
3,0.053596,0.053596,-9921.080019, -10406.041938
3,0.135082,0.135082,-10065.760717, -10257.331129
3,0.016240,0.016240,-11081.676174, -11426.378064
3,0.144693,0.144693,-10154.049514, -10373.790242
3,0.083287,0.083287,-9846.869399, -10455.772089
3,0.183632,0.183632,-10593.743014, -10798.901647
3,0.062307,0.062307,-9850.242859, -10092.215174
3,0.188293,0.188293,-10654.038756, -10908.926534
4,0.077439,0.077439,-9640.844571, -10137.497930
4,0.111172,0.111172,-9713.864129, -10109.186300
4,0.002829,0.002829,-11879.398883, -12670.891642
4,0.169529,0.169529,-10445.378790, -10655.893887
4,0.184384,0.184384,-10635.299140, -10896.514326
4,0.110106,0.110106,-9704.353919, -9983.028509
4,0.053604,0.053604,-9640.904286, -10384.659738
4,0.198048,0.198048,-10787.162801, -10928.695856
4,0.076639,0.076639,-9482.109917, -10157.005144
4,0.138731,0.138731,-9997.160747, -10402.257217
4,0.137991,0.137991,-10021.933247, -10436.783741
4,0.086862,0.086862,-9531.806057, -9893.842539
4,0.039832,0.039832,-9546.199190, -10018.900199
4,0.193316,0.193316,-10716.996989, -10905.531053
4,0.012738,0.012738,-10436.483676, -11337.172457
4,0.097030,0.097030,-9641.514452, -10043.681792
4,0.044146,0.044146,-9938.107645, -10734.559853
4,0.058795,0.058795,-9451.597514, -10119.080219
4,0.165705,0.165705,-10502.288869, -10789.739407
4,0.073453,0.073453,-9470.821815, -9916.956291
4,0.016670,0.016670,-10158.873017, -11023.566905
4,0.039262,0.039262,-9552.191808, -10236.955626
4,0.172075,0.172075,-10416.152411, -10646.461907
4,0.195406,0.195406,-10899.227468, -11084.370735
4,0.053596,0.053596,-9546.196221, -10074.195934
4,0.135082,0.135082,-10015.561896, -10393.305692
4,0.016240,0.016240,-10247.896338, -10894.253828
4,0.144693,0.144693,-10388.713447, -10563.171679
4,0.083287,0.083287,-9512.266321, -9943.598870
4,0.183632,0.183632,-10617.862633, -10904.508099
4,0.062307,0.062307,-9600.999061, -9955.960598
4,0.188293,0.188293,-10718.920098, -10926.481789
5,0.077439,0.077439,-9350.728343, -9920.981814
5,0.111172,0.111172,-9851.832792, -10232.869517
5,0.002829,0.002829,-11104.897585, -13164.886819
5,0.169529,0.169529,-10604.459302, -10868.452313
5,0.184384,0.184384,-10872.822970, -11122.742439
5,0.110106,0.110106,-9720.863901, -10201.016523
5,0.053604,0.053604,-9600.098257, -10225.969320
5,0.198048,0.198048,-10921.105885, -11137.727680
5,0.076639,0.076639,-9478.562400, -10040.060646
5,0.138731,0.138731,-10073.579816, -10525.648833
5,0.137991,0.137991,-10030.648193, -10560.049745
5,0.086862,0.086862,-9485.697410, -10274.754234
5,0.039832,0.039832,-9250.076888, -10099.940943
5,0.193316,0.193316,-10842.300408, -11162.704271
5,0.012738,0.012738,-9888.749914, -11282.286060
5,0.097030,0.097030,-9648.311132, -10135.203470
5,0.044146,0.044146,-9349.011054, -10427.045295
5,0.058795,0.058795,-9282.883755, -9838.285086
5,0.165705,0.165705,-10472.930729, -10804.102038
5,0.073453,0.073453,-9358.977853, -9973.465668
5,0.016670,0.016670,-9723.893911, -11072.609789
5,0.039262,0.039262,-9432.191154, -10258.658810
5,0.172075,0.172075,-10473.995485, -10729.376533
5,0.195406,0.195406,-10936.425624, -11182.560985
5,0.053596,0.053596,-9338.731091, -10111.958808
5,0.135082,0.135082,-9996.872964, -10511.758487
5,0.016240,0.016240,-9637.136695, -10843.889650
5,0.144693,0.144693,-10490.864932, -10754.414113
5,0.083287,0.083287,-9395.539467, -9961.006129
5,0.183632,0.183632,-10779.506906, -10992.599936
5,0.062307,0.062307,-9301.019580, -10049.344821
5,0.188293,0.188293,-10808.062856, -11013.505721
6,0.077439,0.077439,-9523.117053, -10302.104844
6,0.111172,0.111172,-9830.197313, -10521.943288
6,0.002829,0.002829,-11102.819836, -12697.153046
6,0.169529,0.169529,-10578.218915, -10889.739407
6,0.184384,0.184384,-10855.784501, -11161.774010
6,0.110106,0.110106,-9875.299683, -10371.364766
6,0.053604,0.053604,-9340.805269, -10150.179835
6,0.198048,0.198048,-11015.789417, -11274.802234
6,0.076639,0.076639,-9740.955072, -10401.225902
6,0.138731,0.138731,-10219.663076, -10609.628660
6,0.137991,0.137991,-10222.014994, -10575.250089
6,0.086862,0.086862,-9532.015969, -10268.517705
6,0.039832,0.039832,-9530.102731, -10478.764457
6,0.193316,0.193316,-10995.980211, -11287.834179
6,0.012738,0.012738,-10148.535654, -11402.213517
6,0.097030,0.097030,-9773.278383, -10586.118699
6,0.044146,0.044146,-9553.117004, -10790.674392
6,0.058795,0.058795,-9413.349123, -10406.769936
6,0.165705,0.165705,-10604.094410, -10957.154552
6,0.073453,0.073453,-9612.121880, -10283.156572
6,0.016670,0.016670,-10111.439496, -10984.266474
6,0.039262,0.039262,-9353.945823, -10320.858911
6,0.172075,0.172075,-10646.290083, -10966.854178
6,0.195406,0.195406,-11008.308632, -11275.458265
