# FBP,BGP,LogLik
0.137675,0.137675,-10611.351683
0.040861,0.040861,-9896.617678
0.094138,0.094138,-10133.929525
0.161793,0.161793,-10919.139124
0.135007,0.135007,-10578.808280
0.001206,0.001206,-12643.333411
0.017482,0.017482,-10272.365328
0.069359,0.069359,-9943.690176
0.188873,0.188873,-11288.856695
0.098238,0.098238,-10172.771760
0.054035,0.054035,-9884.156515
0.072085,0.072085,-9959.944990
0.042131,0.042131,-9891.779773
0.084240,0.084240,-10047.692201
0.043607,0.043607,-9887.287267
0.169151,0.169151,-11017.302099
0.091254,0.091254,-10107.645952
0.055960,0.055960,-9888.087656
0.186578,0.186578,-11256.663163
0.062870,0.062870,-9911.206851
0.181943,0.181943,-11192.101434
0.008684,0.008684,-10797.990870
0.141423,0.141423,-10657.624212
0.096778,0.096778,-10158.749084
0.088844,0.088844,-10086.383921
0.007265,0.007265,-10949.188397
0.008137,0.008137,-10852.509871
0.066551,0.066551,-9928.495635
0.189424,0.189424,-11296.606481
0.123532,0.123532,-10442.901722
0.073775,0.073775,-9970.717371
0.122395,0.122395,-10429.830085
