# FBP,BGP,LogLik
0.068516,0.068516,-10531.980025
0.023366,0.023366,-10733.455956
0.004185,0.004185,-12095.725852
0.133746,0.133746,-11103.783851
0.006655,0.006655,-11674.687554
0.097650,0.097650,-10736.818419
0.176542,0.176542,-11619.361358
0.164799,0.164799,-11471.779027
0.143876,0.143876,-11219.786695
0.171950,0.171950,-11561.173623
0.149687,0.149687,-11288.216476
0.003633,0.003633,-12227.952369
0.094244,0.094244,-10707.345575
0.002936,0.002936,-12430.087441
0.111014,0.111014,-10862.389067
0.047234,0.047234,-10491.776192
0.088222,0.088222,-10658.218451
0.040804,0.040804,-10513.345488
0.163852,0.163852,-11460.058892
0.036864,0.036864,-10538.469327
0.065274,0.065274,-10517.812916
0.003035,0.003035,-12398.306051
0.061917,0.061917,-10505.683724
0.005247,0.005247,-11887.585925
0.089997,0.089997,-10672.281742
0.005392,0.005392,-11862.916254
0.077634,0.077634,-10582.811028
0.121308,0.121308,-10968.020886
0.182004,0.182004,-11689.340928
0.110732,0.110732,-10859.595598
0.103018,0.103018,-10785.480743
0.009442,0.009442,-11375.539407
