# FBP,BGP,LogLik
0.046732,0.046732,-7887.054235
0.182218,0.182218,-9317.229581
0.153949,0.153949,-8884.925756
0.027065,0.027065,-8003.760568
0.042458,0.042458,-7892.339816
0.123729,0.123729,-8480.754300
0.055739,0.055739,-7898.896363
0.040854,0.040854,-7896.548106
0.196682,0.196682,-9556.972057
0.091724,0.091724,-8132.857174
0.103884,0.103884,-8253.594248
0.130448,0.130448,-8564.955748
0.015147,0.015147,-8292.698625
0.079306,0.079306,-8027.595924
0.181086,0.181086,-9298.973201
0.188644,0.188644,-9422.221041
0.099052,0.099052,-8203.752451
0.178443,0.178443,-9256.669388
0.099807,0.099807,-8211.380869
0.197122,0.197122,-9564.451445
0.157438,0.157438,-8935.581302
0.166062,0.166062,-9064.120940
0.037286,0.037286,-7910.960323
0.000898,0.000898,-10480.932457
0.100990,0.100990,-8223.458484
0.196561,0.196561,-9554.909372
0.193452,0.193452,-9502.367758
0.122837,0.122837,-8469.831421
0.036931,0.036931,-7912.813321
0.001795,0.001795,-9898.866467
0.099299,0.099299,-8206.234951
0.060390,0.060390,-7914.719823
