# FBP,BGP,LogLik
0.130706,0.130706,-9789.651228
0.195680,0.195680,-10678.180734
0.064776,0.064776,-9218.922356
0.026274,0.026274,-9366.989239
0.034506,0.034506,-9258.992712
0.006433,0.006433,-10345.950971
0.164776,0.164776,-10227.928849
0.015231,0.015231,-9683.785638
0.178732,0.178732,-10425.597651
0.009687,0.009687,-10014.121059
0.162662,0.162662,-10198.853317
0.039151,0.039151,-9224.374553
0.004617,0.004617,-10630.195028
0.140309,0.140309,-9906.220396
0.000530,0.000530,-12631.014194
0.059534,0.059534,-9202.078356
0.011419,0.011419,-9888.817050
0.024273,0.024273,-9405.640458
0.025082,0.025082,-9389.291068
0.144638,0.144638,-9960.659058
0.194431,0.194431,-10659.118918
0.048917,0.048917,-9192.638669
0.079781,0.079781,-9299.601464
0.074878,0.074878,-9268.658278
0.051359,0.051359,-9191.399708
0.142541,0.142541,-9934.143417
0.054262,0.054262,-9192.747250
0.102883,0.102883,-9490.106086
0.025950,0.025950,-9372.849949
0.169593,0.169593,-10295.057276
0.137475,0.137475,-9871.197899
0.107752,0.107752,-9537.820053
