# FBP,BGP,LogLik
0.016240,0.016240,-9597.386474
0.169160,0.169160,-10418.579685
0.076735,0.076735,-9332.460666
0.012148,0.012148,-9791.233601
0.179285,0.179285,-10565.124266
0.044654,0.044654,-9205.299831
0.053625,0.053625,-9210.938162
0.038900,0.038900,-9221.158664
0.193500,0.193500,-10777.087580
0.022508,0.022508,-9412.781781
0.144433,0.144433,-10077.596705
0.186418,0.186418,-10670.586110
0.133600,0.133600,-9936.782354
0.171745,0.171745,-10455.641099
0.048489,0.048489,-9203.794184
0.134786,0.134786,-9951.904540
0.140174,0.140174,-10021.554326
0.091667,0.091667,-9461.333267
0.174109,0.174109,-10489.740485
0.138877,0.138877,-10004.657409
0.178976,0.178976,-10560.588197
0.150641,0.150641,-10160.793116
0.104058,0.104058,-9587.538308
0.099738,0.099738,-9541.871751
0.090746,0.090746,-9452.577072
0.004329,0.004329,-10613.912461
0.107028,0.107028,-9619.863812
0.084595,0.084595,-9396.647638
0.031507,0.031507,-9273.395105
0.023814,0.023814,-9385.340461
0.089870,0.089870,-9444.345030
0.007983,0.007983,-10106.520469
