# FBP,BGP,LogLik
0.156958,0.156958,-10241.893112
0.163489,0.163489,-10332.177850
0.032486,0.032486,-9352.065332
0.161420,0.161420,-10303.336457
0.065608,0.065608,-9311.796785
0.114229,0.114229,-9712.385632
0.120376,0.120376,-9781.018063
0.182726,0.182726,-10610.131583
0.114046,0.114046,-9710.384148
0.173791,0.173791,-10478.873470
0.084304,0.084304,-9428.617620
0.130634,0.130634,-9901.755898
0.038293,0.038293,-9305.978732
0.142443,0.142443,-10049.335359
0.185551,0.185551,-10652.371033
0.085435,0.085435,-9437.486188
0.129458,0.129458,-9887.538253
0.108860,0.108860,-9654.941059
0.002900,0.002900,-11064.722159
0.181557,0.181557,-10592.739833
0.161858,0.161858,-10309.425407
0.083097,0.083097,-9419.350266
0.018194,0.018194,-9630.039143
0.070319,0.070319,-9335.247627
0.105128,0.105128,-9616.512334
0.048835,0.048835,-9274.619323
0.166501,0.166501,-10374.533488
0.059095,0.059095,-9287.719898
0.040987,0.040987,-9292.440405
0.034573,0.034573,-9332.526260
0.145254,0.145254,-10085.708579
0.109325,0.109325,-9659.817127
