# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.142032,0.142032,-9477.923476, -9647.897911
2,0.191702,0.191702,-9935.055649, -9952.732206
2,0.085963,0.085963,-9435.145407, -9500.193769
2,0.174576,0.174576,-9745.157612, -9809.832965
2,0.071192,0.071192,-9568.090543, -9811.370642
2,0.185953,0.185953,-9867.916851, -9931.501512
2,0.029756,0.029756,-10743.584742, -10889.208432
2,0.188006,0.188006,-9891.510337, -10006.399805
2,0.166543,0.166543,-9667.045122, -9671.650290
2,0.169211,0.169211,-9692.169268, -9828.863908
2,0.024785,0.024785,-11060.651836, -11109.267507
2,0.119297,0.119297,-9381.828027, -9535.100348
2,0.003278,0.003278,-15122.313203, -15204.930714
2,0.144237,0.144237,-9491.614548, -9740.912169
2,0.001548,0.001548,-16724.003291, -16746.207781
2,0.016964,0.016964,-11761.291447, -11809.293182
2,0.045100,0.045100,-10096.192265, -10176.257305
2,0.175025,0.175025,-9749.739745, -9782.014427
2,0.072715,0.072715,-9550.167575, -9622.348840
2,0.107992,0.107992,-9369.605451, -9484.979056
2,0.113621,0.113621,-9372.351235, -9403.203637
2,0.045093,0.045093,-10096.410025, -10285.320024
2,0.114429,0.114429,-9373.302593, -9377.907664
2,0.132190,0.132190,-9425.764308, -9456.432932
2,0.059649,0.059649,-9743.171164, -9918.104721
2,0.083725,0.083725,-9449.911570, -9453.823593
2,0.090618,0.090618,-9409.749457, -9650.693820
2,0.186470,0.186470,-9873.822283, -9951.946183
2,0.117499,0.117499,-9378.129050, -9496.441260
2,0.189650,0.189650,-9910.718064, -9927.758576
2,0.111207,0.111207,-9370.330487, -9483.442504
2,0.100112,0.100112,-9378.021059, -9421.196604
3,0.142032,0.142032,-8973.032978, -9418.336745
3,0.191702,0.191702,-9589.815438, -9923.921148
3,0.085963,0.085963,-8647.514066, -9297.453609
3,0.174576,0.174576,-9351.159214, -9636.495474
3,0.071192,0.071192,-8671.697303, -9097.526941
3,0.185953,0.185953,-9506.933673, -9779.256775
3,0.029756,0.029756,-9341.523382, -9586.841993
3,0.188006,0.188006,-9536.218301, -9765.736615
3,0.166543,0.166543,-9248.109428, -9326.060776
3,0.169211,0.169211,-9281.674238, -9455.502833
3,0.024785,0.024785,-9553.505671, -9834.235754
3,0.119297,0.119297,-8780.336644, -9241.898346
3,0.003278,0.003278,-12304.142358, -12865.162650
3,0.144237,0.144237,-8995.141729, -9125.647179
3,0.001548,0.001548,-13413.300849, -14250.743453
3,0.016964,0.016964,-10037.858847, -10410.816396
3,0.045100,0.045100,-8934.791211, -9234.369860
3,0.175025,0.175025,-9357.094342, -9499.804932
3,0.072715,0.072715,-8666.027981, -8929.622014
3,0.107992,0.107992,-8712.093656, -9328.526121
3,0.113621,0.113621,-8743.497170, -8957.526517
3,0.045093,0.045093,-8934.918718, -9381.545869
3,0.114429,0.114429,-8748.437687, -9018.954106
3,0.132190,0.132190,-8881.373383, -9193.589234
3,0.059649,0.059649,-8744.196902, -8967.366846
3,0.083725,0.083725,-8647.119790, -8809.151755
3,0.090618,0.090618,-8652.372365, -8805.389572
3,0.186470,0.186470,-9514.280728, -9582.957660
3,0.117499,0.117499,-8768.126646, -9202.578968
3,0.189650,0.189650,-9559.929200, -9791.672045
3,0.111207,0.111207,-8729.382143, -8992.666846
3,0.100112,0.100112,-8677.534902, -8993.410909
4,0.142032,0.142032,-8676.724442, -9129.823451
4,0.191702,0.191702,-9646.180830, -9914.021841
4,0.085963,0.085963,-8222.089483, -8555.913452
4,0.174576,0.174576,-9115.704403, -9541.498736
4,0.071192,0.071192,-8196.006051, -8657.335467
4,0.185953,0.185953,-9290.760085, -9702.114579
4,0.029756,0.029756,-8864.070397, -9481.714153
4,0.188006,0.188006,-9453.248847, -9855.392892
4,0.166543,0.166543,-9203.673627, -9501.011593
4,0.169211,0.169211,-9272.158462, -9540.995015
4,0.024785,0.024785,-9009.406169, -9663.986757
4,0.119297,0.119297,-8435.905077, -9011.864106
4,0.003278,0.003278,-10580.300208, -11406.690608
4,0.144237,0.144237,-8703.239659, -9183.882522
4,0.001548,0.001548,-11417.292402, -12706.644588
4,0.016964,0.016964,-9388.548986, -9639.651304
4,0.045100,0.045100,-8564.184819, -9072.645842
4,0.175025,0.175025,-9122.419385, -9634.155653
4,0.072715,0.072715,-8200.409692, -8589.833693
4,0.107992,0.107992,-8545.204475, -8816.456958
4,0.113621,0.113621,-8386.228075, -8876.839280
4,0.045093,0.045093,-8243.204822, -8677.249274
4,0.114429,0.114429,-8668.363297, -8892.502643
4,0.132190,0.132190,-8564.848540, -9106.856007
4,0.059649,0.059649,-8184.219335, -8695.164067
4,0.083725,0.083725,-8360.243436, -8687.064191
4,0.090618,0.090618,-8239.147045, -8574.409358
4,0.186470,0.186470,-9502.959160, -9901.731339
4,0.117499,0.117499,-8624.675522, -9188.948480
4,0.189650,0.189650,-9605.229502, -9848.497686
4,0.111207,0.111207,-8514.147484, -8871.756948
4,0.100112,0.100112,-8288.225835, -8741.970671
5,0.142032,0.142032,-8778.950920, -9153.038533
5,0.191702,0.191702,-9661.408858, -10046.103958
5,0.085963,0.085963,-8262.013735, -8769.673364
5,0.174576,0.174576,-9229.596974, -9753.396106
5,0.071192,0.071192,-8097.746610, -8398.915997
5,0.185953,0.185953,-9410.135417, -9880.796349
5,0.029756,0.029756,-8304.845779, -9093.688182
5,0.188006,0.188006,-9444.410280, -9762.274597
5,0.166543,0.166543,-9107.941188, -9408.586175
5,0.169211,0.169211,-9147.248688, -9520.422287
5,0.024785,0.024785,-8297.196488, -8857.351227
5,0.119297,0.119297,-8505.778665, -8941.208471
5,0.003278,0.003278,-10292.289726, -11990.833041
5,0.144237,0.144237,-8807.975117, -9266.684513
5,0.001548,0.001548,-10677.574609, -11254.766358
5,0.016964,0.016964,-9900.594641, -10232.959911
5,0.045100,0.045100,-8123.494751, -8744.902458
5,0.175025,0.175025,-9448.639855, -9713.172046
5,0.072715,0.072715,-8119.120920, -8553.938144
5,0.107992,0.107992,-8419.511360, -8974.708129
5,0.113621,0.113621,-8465.393101, -9055.204918
5,0.045093,0.045093,-8123.607222, -8545.679655
5,0.114429,0.114429,-8466.120196, -9120.486395
5,0.132190,0.132190,-8663.686719, -9339.354171
5,0.059649,0.059649,-8124.368082, -8855.582049
5,0.083725,0.083725,-8251.755729, -8684.446054
5,0.090618,0.090618,-8280.679345, -8498.321964
5,0.186470,0.186470,-9407.643838, -9614.440492
5,0.117499,0.117499,-8495.001040, -8867.706550
5,0.189650,0.189650,-9469.419581, -9873.516067
5,0.111207,0.111207,-8445.746125, -8826.647535
5,0.100112,0.100112,-8337.628960, -8645.204975
6,0.142032,0.142032,-8900.215131, -9393.915332
6,0.191702,0.191702,-9638.613384, -9961.876938
6,0.085963,0.085963,-8344.168528, -8708.426616
6,0.174576,0.174576,-9363.105891, -9666.858365
6,0.071192,0.071192,-8197.275028, -8533.914962
6,0.185953,0.185953,-9538.507706, -9801.904758
6,0.029756,0.029756,-8325.588334, -9033.183834
6,0.188006,0.188006,-9572.163421, -9973.547095
6,0.166543,0.166543,-9239.831954, -9659.315188
6,0.169211,0.169211,-9274.107885, -9499.786554
6,0.024785,0.024785,-8415.873886, -9292.531174
6,0.119297,0.119297,-8842.742392, -9301.673729
6,0.003278,0.003278,-10119.694444, -11363.899588
6,0.144237,0.144237,-8937.061655, -9203.650541
6,0.001548,0.001548,-10891.483381, -12073.372582
6,0.016964,0.016964,-8628.344480, -9833.754302
6,0.045100,0.045100,-8960.409558, -9528.171492
6,0.175025,0.175025,-9360.713139, -9545.073030
6,0.072715,0.072715,-8194.153048, -8795.210274
6,0.107992,0.107992,-8524.269575, -8979.834694
6,0.113621,0.113621,-8569.985367, -8947.625586
6,0.045093,0.045093,-8139.871255, -8815.360840
6,0.114429,0.114429,-8566.987437, -8748.810970
6,0.132190,0.132190,-8777.193843, -9101.375766
6,0.059649,0.059649,-8215.216714, -8843.590454
6,0.083725,0.083725,-8331.552752, -8732.614953
6,0.090618,0.090618,-8384.922476, -8780.966231
6,0.186470,0.186470,-9544.450043, -9759.371896
6,0.117499,0.117499,-8617.484149, -9095.893167
6,0.189650,0.189650,-9604.407185, -9929.086979
6,0.111207,0.111207,-8537.613650, -8805.897213
6,0.100112,0.100112,-8431.739785, -8881.401253
7,0.142032,0.142032,-9322.684397, -9470.045820
7,0.191702,0.191702,-9762.973942, -10053.364409
