0.125107, 0.299155
0.135729, 0.126482
0.183572, 0.168365
0.245141, 0.111933
0.245141, 0.111933
0.275078, 0.0977627
0.275078, 0.0977627
0.291345, 0.117613
0.28853, 0.118114
0.263943, 0.101559
0.270096, 0.116988
0.295296, 0.0882728
0.330244, 0.100555
0.321337, 0.0941495
0.277555, 0.0970058
0.366185, 0.107447
0.31999, 0.114699
0.31999, 0.114699
0.304094, 0.120068
0.304094, 0.120068
0.29674, 0.115602
0.29674, 0.115602
0.29674, 0.115602
0.29674, 0.115602
0.29674, 0.115602
0.26487, 0.110459
0.285611, 0.0908242
0.310543, 0.112669
0.310543, 0.112669
0.310543, 0.112669
0.310543, 0.112669
0.310543, 0.112669
0.285894, 0.105475
0.285894, 0.105475
0.285894, 0.105475
0.284106, 0.103196
0.322097, 0.0924912
0.331987, 0.113065
0.308624, 0.0972782
0.308624, 0.0972782
0.323618, 0.0961665
0.312021, 0.107942
0.293094, 0.109318
0.293094, 0.109318
0.330869, 0.112537
0.25347, 0.0943681
0.297653, 0.120815
0.297653, 0.120815
0.331503, 0.0933973
0.336846, 0.099462
0.339733, 0.117486
0.334338, 0.110428
0.334338, 0.110428
0.334338, 0.110428
0.293254, 0.113274
0.322087, 0.105355
0.322087, 0.105355
0.322087, 0.105355
0.322087, 0.105355
0.322087, 0.105355
0.322087, 0.105355
0.288927, 0.0978277
0.293348, 0.0915383
0.298243, 0.0982986
0.298243, 0.0982986
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.32055, 0.102779
0.295912, 0.106045
0.286679, 0.118559
0.311221, 0.0948521
0.311221, 0.0948521
0.311221, 0.0948521
0.309359, 0.113743
0.285867, 0.116838
0.285867, 0.116838
0.311339, 0.120779
0.311339, 0.120779
0.324629, 0.111119
0.303181, 0.105094
0.303181, 0.105094
0.303181, 0.105094
0.303183, 0.098614
0.290702, 0.100867
0.290702, 0.100867
0.290702, 0.100867
0.290702, 0.100867
0.290015, 0.0979904
