# FBP,BGP,LogLik
0.170717,0.170717,-11264.322472
0.032387,0.032387,-10134.600380
0.077730,0.077730,-10178.017742
0.110837,0.110837,-10492.201848
0.035588,0.035588,-10105.264356
0.140131,0.140131,-10847.615524
0.156261,0.156261,-11062.733023
0.126917,0.126917,-10680.790581
0.172362,0.172362,-11287.724706
0.026140,0.026140,-10222.194509
0.000659,0.000659,-13378.226899
0.053388,0.053388,-10060.585219
0.168007,0.168007,-11225.969557
0.025395,0.025395,-10236.009941
0.152768,0.152768,-11015.205227
0.185860,0.185860,-11483.005661
0.112154,0.112154,-10506.958444
0.176608,0.176608,-11348.546658
0.049621,0.049621,-10057.394338
0.144564,0.144564,-10905.587969
0.156027,0.156027,-11059.522979
0.097499,0.097499,-10351.167945
0.120551,0.120551,-10604.024879
0.017779,0.017779,-10438.024912
0.055267,0.055267,-10064.081833
0.015359,0.015359,-10535.211050
0.047888,0.047888,-10057.809682
0.178514,0.178514,-11376.040131
0.006169,0.006169,-11259.974390
0.099366,0.099366,-10369.913552
0.104533,0.104533,-10423.553435
0.057154,0.057154,-10068.754105
