# FBP,BGP,LogLik
0.064874,0.064874,-10426.795243
0.035536,0.035536,-10450.494913
0.025426,0.025426,-10591.720160
0.101937,0.101937,-10717.787718
0.014106,0.014106,-10973.579086
0.141967,0.141967,-11191.035335
0.068377,0.068377,-10444.081224
0.198525,0.198525,-11985.396396
0.012571,0.012571,-11062.220082
0.009714,0.009714,-11272.360129
0.050362,0.050362,-10392.017567
0.070322,0.070322,-10454.876765
0.162649,0.162649,-11469.384680
0.165935,0.165935,-11515.080432
0.144717,0.144717,-11227.020905
0.165145,0.165145,-11504.068908
0.145669,0.145669,-11239.549001
0.174601,0.174601,-11637.274415
0.092903,0.092903,-10629.013796
0.055288,0.055288,-10396.132957
0.125892,0.125892,-10988.376418
0.072914,0.072914,-10470.488844
0.013529,0.013529,-11005.305011
0.171167,0.171167,-11588.583083
0.166819,0.166819,-11527.442684
0.099263,0.099263,-10690.607498
0.093203,0.093203,-10631.822158
0.023773,0.023773,-10627.834393
0.025180,0.025180,-10596.808215
0.159552,0.159552,-11426.641303
0.170802,0.170802,-11583.424494
0.001136,0.001136,-13333.024153
