# FBP,BGP,LogLik
0.197316,0.197316,-10897.331253
0.075624,0.075624,-9474.966276
0.076422,0.076422,-9480.216544
0.010225,0.010225,-10116.566040
0.085334,0.085334,-9545.255700
0.003149,0.003149,-11097.256607
0.006019,0.006019,-10538.182749
0.067820,0.067820,-9429.371198
0.164194,0.164194,-10425.753446
0.091764,0.091764,-9598.558166
0.002968,0.002968,-11149.899892
0.032644,0.032644,-9447.886134
0.147985,0.147985,-10213.390251
0.147659,0.147659,-10209.255689
0.150905,0.150905,-10250.689214
0.070334,0.070334,-9442.848406
0.070455,0.070455,-9443.530413
0.160415,0.160415,-10375.109578
0.079628,0.079628,-9502.308144
0.145438,0.145438,-10181.221760
0.116225,0.116225,-9838.495322
0.072868,0.072868,-9457.629678
0.016001,0.016001,-9803.206623
0.023225,0.023225,-9589.182180
0.177912,0.177912,-10615.158194
0.090468,0.090468,-9587.427943
0.198801,0.198801,-10919.592962
0.072779,0.072779,-9457.091573
0.049991,0.049991,-9377.303167
0.070108,0.070108,-9441.587237
0.068617,0.068617,-9433.512620
0.127471,0.127471,-9964.310555
