# FBP,BGP,LogLik
0.156325,0.156325,-10590.451709
0.117909,0.117909,-10148.558795
0.039049,0.039049,-9754.506081
0.094237,0.094237,-9924.608902
0.004674,0.004674,-11271.284481
0.003581,0.003581,-11526.215273
0.146977,0.146977,-10476.027514
0.034453,0.034453,-9792.850805
0.193696,0.193696,-11083.556080
0.071642,0.071642,-9768.770800
0.139743,0.139743,-10390.268510
0.092495,0.092495,-9910.195844
0.081892,0.081892,-9830.362475
0.133587,0.133587,-10319.366606
0.125211,0.125211,-10226.253800
0.175373,0.175373,-10835.043147
0.016884,0.016884,-10181.637291
0.101311,0.101311,-9986.374901
0.121537,0.121537,-10186.729650
0.129970,0.129970,-10278.661268
0.125096,0.125096,-10224.999319
0.073569,0.073569,-9778.971944
0.006215,0.006215,-11005.821591
0.142699,0.142699,-10425.004560
0.008768,0.008768,-10699.448160
0.094143,0.094143,-9923.819482
0.143825,0.143825,-10438.341538
0.054702,0.054702,-9715.295058
0.005560,0.005560,-11108.497790
0.018544,0.018544,-10117.561639
0.027821,0.027821,-9882.262480
0.133020,0.133020,-10312.931787
