# FBP,BGP,LogLik
0.041168,0.041168,-10602.120587
0.130009,0.130009,-11222.487819
0.187294,0.187294,-11955.482369
0.044716,0.044716,-10591.574730
0.045185,0.045185,-10590.666694
0.170364,0.170364,-11728.984612
0.165531,0.165531,-11665.606918
0.070341,0.070341,-10656.138744
0.053019,0.053019,-10589.598331
0.025478,0.025478,-10761.398687
0.197587,0.197587,-12096.239707
0.167069,0.167069,-11685.705021
0.179878,0.179878,-11855.458873
0.102736,0.102736,-10922.925738
0.022877,0.022877,-10815.603074
0.010516,0.010516,-11335.997437
0.066116,0.066116,-10633.147773
0.184066,0.184066,-11911.792494
0.189516,0.189516,-11985.683191
0.168233,0.168233,-11700.963204
0.031736,0.031736,-10669.976729
0.083985,0.083985,-10752.022659
0.049249,0.049249,-10586.998853
0.041070,0.041070,-10602.508456
0.136965,0.136965,-11305.513253
0.097222,0.097222,-10868.953290
0.064982,0.064982,-10627.620623
0.020043,0.020043,-10889.436025
0.108953,0.108953,-10986.840489
0.069405,0.069405,-10650.733444
0.078219,0.078219,-10707.925260
0.062102,0.062102,-10614.931916
