# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.046732,0.046732,-12426.730404, -12647.370906
2,0.182218,0.182218,-11528.882119, -11562.087353
2,0.153949,0.153949,-11485.971627, -11515.883829
2,0.027065,0.027065,-13623.382273, -13724.301296
2,0.042458,0.042458,-12836.165468, -12872.702921
2,0.123729,0.123729,-11306.051600, -11398.978308
2,0.055739,0.055739,-12123.139991, -12184.191045
2,0.040854,0.040854,-12810.682305, -12874.648223
2,0.196682,0.196682,-11626.592423, -11679.407407
2,0.091724,0.091724,-11474.666727, -11590.210563
2,0.103884,0.103884,-11378.987358, -11422.607162
2,0.130448,0.130448,-11383.765348, -11414.290010
2,0.015147,0.015147,-14920.295488, -15020.289458
2,0.079306,0.079306,-11624.842824, -11703.736695
2,0.181086,0.181086,-11611.118907, -11629.788359
2,0.188644,0.188644,-11535.155935, -11561.673082
2,0.099052,0.099052,-11593.802735, -11635.024054
2,0.178443,0.178443,-11463.703657, -11524.667389
2,0.099807,0.099807,-11406.135555, -11466.064755
2,0.197122,0.197122,-11602.540741, -11654.682383
2,0.157438,0.157438,-11353.525049, -11383.780405
2,0.166062,0.166062,-11392.334921, -11441.062362
2,0.037286,0.037286,-13086.078045, -13128.476650
2,0.000898,0.000898,-21956.539760, -22030.192043
2,0.100990,0.100990,-11578.159989, -11624.200083
2,0.196561,0.196561,-11625.690352, -11671.851895
2,0.193452,0.193452,-11572.511466, -11606.251402
2,0.122837,0.122837,-11471.435772, -11482.286534
2,0.036931,0.036931,-12874.050802, -12927.695350
2,0.001795,0.001795,-20293.990425, -20405.391479
2,0.099299,0.099299,-11409.853411, -11509.258228
2,0.060390,0.060390,-11995.829775, -12115.646743
3,0.046732,0.046732,-11580.976032, -11819.523720
3,0.182218,0.182218,-11255.878229, -11436.944528
3,0.153949,0.153949,-11058.901430, -11285.843432
3,0.027065,0.027065,-12192.381497, -12620.562364
3,0.042458,0.042458,-11562.816074, -11968.377068
3,0.123729,0.123729,-11128.865303, -11416.545548
3,0.055739,0.055739,-11252.791628, -11526.996407
3,0.040854,0.040854,-11611.629639, -11922.389956
3,0.196682,0.196682,-11387.895167, -11592.221943
3,0.091724,0.091724,-10904.350660, -11168.820755
3,0.103884,0.103884,-11097.408874, -11281.158065
3,0.130448,0.130448,-10925.210309, -11273.691016
3,0.015147,0.015147,-13138.940276, -13530.861217
3,0.079306,0.079306,-10969.171559, -11269.583483
3,0.181086,0.181086,-11246.364562, -11384.765346
3,0.188644,0.188644,-11312.158055, -11453.322915
3,0.099052,0.099052,-10885.478015, -11155.988122
3,0.178443,0.178443,-11224.653670, -11403.542075
3,0.099807,0.099807,-10995.298572, -11332.826560
3,0.197122,0.197122,-11392.201030, -11545.168389
3,0.157438,0.157438,-11078.303630, -11343.220023
3,0.166062,0.166062,-11132.503088, -11251.024792
3,0.037286,0.037286,-11884.592613, -12064.571063
3,0.000898,0.000898,-18364.689733, -18969.384536
3,0.100990,0.100990,-11098.925622, -11292.585935
3,0.196561,0.196561,-11386.707361, -11564.980844
3,0.193452,0.193452,-11375.615669, -11552.856631
3,0.122837,0.122837,-10900.386247, -11154.979429
3,0.036931,0.036931,-11969.231533, -12139.499200
3,0.001795,0.001795,-17101.777611, -17456.742713
3,0.099299,0.099299,-11100.644233, -11194.849970
3,0.060390,0.060390,-11175.037696, -11624.119137
4,0.046732,0.046732,-10594.762079, -11300.200829
4,0.182218,0.182218,-11292.070986, -11502.026178
4,0.153949,0.153949,-10734.719573, -11106.169707
