# FBP,BGP,LogLik
0.097710,0.097710,-10460.427376
0.183529,0.183529,-11477.828978
0.146091,0.146091,-10994.154091
0.187731,0.187731,-11534.859625
0.151540,0.151540,-11061.557912
0.044939,0.044939,-10177.974419
0.137933,0.137933,-10895.448356
0.047688,0.047688,-10175.249246
0.058123,0.058123,-10190.529834
0.044289,0.044289,-10179.114225
0.099275,0.099275,-10475.241977
0.086803,0.086803,-10363.843278
0.181427,0.181427,-11449.488918
0.118626,0.118626,-10674.229014
0.071955,0.071955,-10255.897410
0.124670,0.124670,-10741.404399
0.068307,0.068307,-10234.743100
0.167263,0.167263,-11262.029416
0.017817,0.017817,-10524.041899
0.043743,0.043743,-10180.228742
0.018810,0.018810,-10492.157663
0.173431,0.173431,-11342.900385
0.054413,0.054413,-10181.014415
0.198946,0.198946,-11689.607445
0.030381,0.030381,-10264.697315
0.064834,0.064834,-10217.022901
0.178665,0.178665,-11412.451831
0.127079,0.127079,-10768.728193
0.098961,0.098961,-10472.256983
0.032765,0.032765,-10239.744284
0.158185,0.158185,-11145.234949
0.066605,0.066605,-10225.747175
