# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.097710,0.097710,-12334.259360, -12401.379514
2,0.183529,0.183529,-11832.125418, -11880.756286
2,0.146091,0.146091,-11853.702135, -11948.513113
2,0.187731,0.187731,-11843.281918, -11859.133714
2,0.151540,0.151540,-11835.437499, -11862.502474
2,0.044939,0.044939,-14154.272398, -14292.264244
2,0.137933,0.137933,-11892.309711, -11958.011232
2,0.047688,0.047688,-13989.575059, -14047.145738
2,0.058123,0.058123,-13465.009330, -13529.794165
2,0.044289,0.044289,-14195.114411, -14226.247705
2,0.099275,0.099275,-12307.224365, -12356.258287
2,0.086803,0.086803,-12552.148946, -12671.177094
2,0.181427,0.181427,-11827.468829, -11858.210260
2,0.118626,0.118626,-12045.304448, -12137.050755
2,0.071955,0.071955,-12949.710912, -13006.823260
2,0.124670,0.124670,-11987.193432, -11991.798597
2,0.068307,0.068307,-13069.721038, -13139.063529
2,0.167263,0.167263,-11813.119027, -11839.838170
2,0.017817,0.017817,-17003.274849, -17081.546208
2,0.043743,0.043743,-14230.076724, -14340.906208
2,0.018810,0.018810,-16825.922454, -16856.277535
2,0.173431,0.173431,-11815.618174, -11929.208445
2,0.054413,0.054413,-13635.357949, -13639.963120
2,0.198946,0.198946,-11884.619402, -12026.444442
2,0.030381,0.030381,-15305.688028, -15490.871140
2,0.064834,0.064834,-13193.851457, -13223.508709
2,0.178665,0.178665,-11822.311667, -11895.723807
2,0.127079,0.127079,-11966.762480, -11971.367458
2,0.098961,0.098961,-12312.561238, -12339.678936
2,0.032765,0.032765,-15075.855389, -15080.460559
2,0.158185,0.158185,-11820.727116, -11846.184027
2,0.066605,0.066605,-13129.291898, -13180.947669
3,0.097710,0.097710,-11471.343027, -11715.471870
3,0.183529,0.183529,-11443.580386, -11797.862359
3,0.146091,0.146091,-11263.774321, -11628.728393
3,0.187731,0.187731,-11413.287038, -11755.024168
3,0.151540,0.151540,-11269.462274, -11502.161817
3,0.044939,0.044939,-12737.466779, -13003.964609
