# FBP,BGP,LogLik
0.018001,0.018001,-8531.314081
0.161839,0.161839,-9218.974960
0.122605,0.122605,-8691.679521
0.128002,0.128002,-8757.453333
0.198462,0.198462,-9800.848591
0.064217,0.064217,-8184.194505
0.072038,0.072038,-8222.478829
0.107171,0.107171,-8517.576431
0.125017,0.125017,-8720.781542
0.062349,0.062349,-8177.119071
0.141265,0.141265,-8928.730516
0.016425,0.016425,-8589.050735
0.038961,0.038961,-8186.775826
0.002650,0.002650,-10058.210909
0.149924,0.149924,-9047.426063
0.189580,0.189580,-9652.532511
0.153742,0.153742,-9101.387853
0.034574,0.034574,-8218.743404
0.056772,0.056772,-8161.487857
0.134236,0.134236,-8836.309436
0.061889,0.061889,-8175.510913
0.081364,0.081364,-8283.617966
0.051161,0.051161,-8155.362229
0.106845,0.106845,-8514.147620
0.173895,0.173895,-9401.732897
0.047939,0.047939,-8156.995314
0.105907,0.105907,-8504.325465
0.133001,0.133001,-8820.450935
0.001315,0.001315,-10693.440646
0.050595,0.050595,-8155.355789
0.113453,0.113453,-8585.807185
0.165040,0.165040,-9266.623368
