# FBP,BGP,LogLik
0.117997,0.117997,-9131.872167
0.025843,0.025843,-8774.812505
0.173390,0.173390,-9901.443337
0.134565,0.134565,-9341.906129
0.188411,0.188411,-10139.443964
0.029177,0.029177,-8721.450287
0.090737,0.090737,-8837.310788
0.108713,0.108713,-9023.510041
0.021668,0.021668,-8865.678212
0.135381,0.135381,-9352.744081
0.113287,0.113287,-9075.982932
0.069608,0.069608,-8672.815202
0.082583,0.082583,-8765.526362
0.159246,0.159246,-9687.819583
0.071283,0.071283,-8683.042428
0.194527,0.194527,-10239.479101
0.183637,0.183637,-10062.595671
0.015617,0.015617,-9068.644394
0.170483,0.170483,-9856.692142
0.134756,0.134756,-9344.433015
0.011064,0.011064,-9318.434418
0.191073,0.191073,-10182.769370
0.166697,0.166697,-9799.055131
0.166537,0.166537,-9796.626626
0.183129,0.183129,-10054.485164
0.184217,0.184217,-10071.871351
0.043816,0.043816,-8612.349119
0.187473,0.187473,-10124.247177
0.009586,0.009586,-9430.586878
0.176286,0.176286,-9946.464453
0.091343,0.091343,-8842.994787
0.166234,0.166234,-9792.044936
