# FBP,BGP,LogLik
0.019696,0.019696,-10341.219753
0.190058,0.190058,-11586.342887
0.123693,0.123693,-10685.392104
0.001936,0.001936,-12204.373954
0.171829,0.171829,-11324.460744
0.136237,0.136237,-10842.720150
0.028925,0.028925,-10160.983308
0.068270,0.068270,-10138.995515
0.174577,0.174577,-11363.363326
0.145727,0.145727,-10966.617642
0.063731,0.063731,-10112.771906
0.158843,0.158843,-11143.599325
0.050961,0.050961,-10067.341180
0.109884,0.109884,-10522.557225
0.186713,0.186713,-11537.654054
0.087244,0.087244,-10288.089598
0.111250,0.111250,-10538.100697
0.155239,0.155239,-11094.360362
0.040747,0.040747,-10073.605976
0.089812,0.089812,-10312.118740
0.184011,0.184011,-11498.514458
0.130369,0.130369,-10768.132304
0.140276,0.140276,-10894.988248
0.192449,0.192449,-11621.324131
0.117781,0.117781,-10614.192581
0.174108,0.174108,-11356.706616
0.198485,0.198485,-11710.239305
0.135252,0.135252,-10830.095016
0.136956,0.136956,-10851.974513
0.036206,0.036206,-10094.269485
0.092614,0.092614,-10339.192199
0.147566,0.147566,-10991.050662
