# FBP,BGP,LogLik
0.067358,0.067358,-9140.855468
0.166654,0.166654,-10189.047291
0.017869,0.017869,-9436.924590
0.018140,0.018140,-9428.248534
0.088528,0.088528,-9282.702115
0.082688,0.082688,-9236.819191
0.012777,0.012777,-9647.386171
0.109100,0.109100,-9475.207369
0.086406,0.086406,-9265.518280
0.198612,0.198612,-10664.457740
0.013217,0.013217,-9624.775241
0.023484,0.023484,-9292.219303
0.031685,0.031685,-9170.992647
0.064972,0.064972,-9129.778371
0.132899,0.132899,-9744.253176
0.193301,0.193301,-10582.186317
0.181538,0.181538,-10404.493758
0.088421,0.088421,-9281.823460
0.014185,0.014185,-9578.544467
0.128988,0.128988,-9697.186148
0.083536,0.083536,-9243.200729
0.004668,0.004668,-10409.150391
0.163475,0.163475,-10144.454526
0.105851,0.105851,-9442.012500
0.087574,0.087574,-9274.910587
0.144729,0.144729,-9892.600659
0.171636,0.171636,-10259.941200
0.186447,0.186447,-10477.869570
0.066325,0.066325,-9135.910597
0.036765,0.036765,-9129.240008
0.066062,0.066062,-9134.688404
0.195261,0.195261,-10612.404949
