# FBP,BGP,LogLik
0.031507,0.031507,-10356.168804
0.127782,0.127782,-10980.205332
0.009792,0.009792,-11052.211208
0.140460,0.140460,-11144.911371
0.183956,0.183956,-11753.531062
0.141791,0.141791,-11162.607414
0.112127,0.112127,-10788.429566
0.158841,0.158841,-11395.117196
0.149693,0.149693,-11269.099009
0.118132,0.118132,-10860.254203
0.039405,0.039405,-10302.287892
0.001566,0.001566,-12695.699876
0.091461,0.091461,-10562.511620
0.048208,0.048208,-10289.059263
0.045426,0.045426,-10289.049871
0.101339,0.101339,-10665.882309
0.075079,0.075079,-10416.076303
0.100811,0.100811,-10660.124889
0.053855,0.053855,-10298.709320
0.122023,0.122023,-10907.994239
0.124397,0.124397,-10937.542290
0.041783,0.041783,-10294.667528
0.113494,0.113494,-10804.578703
0.089043,0.089043,-10538.738241
0.193885,0.193885,-11899.409290
0.144357,0.144357,-11196.924308
0.036378,0.036378,-10317.226333
0.176406,0.176406,-11644.084783
0.095404,0.095404,-10602.630950
0.169371,0.169371,-11543.372155
0.166182,0.166182,-11498.131471
0.003470,0.003470,-11946.725842
