# FBP,BGP,LogLik
0.017966,0.017966,-9910.158391
0.129690,0.129690,-10115.701963
0.146520,0.146520,-10324.832843
0.135619,0.135619,-10187.562234
0.010380,0.010380,-10318.028555
0.058861,0.058861,-9515.950844
0.090218,0.090218,-9703.793493
0.057421,0.057421,-9512.522169
0.162103,0.162103,-10531.374345
0.026223,0.026223,-9689.415235
0.122436,0.122436,-10030.751473
0.197643,0.197643,-11041.082914
0.180511,0.180511,-10789.147087
0.044431,0.044431,-9515.099412
0.000016,0.000016,-16680.881912
0.196119,0.196119,-11018.232042
0.176543,0.176543,-10732.398625
0.183894,0.183894,-10838.012694
0.083101,0.083101,-9646.332974
0.148923,0.148923,-10355.924424
0.042566,0.042566,-9521.623087
0.078461,0.078461,-9612.762962
0.170310,0.170310,-10644.555615
0.025522,0.025522,-9703.042292
0.178773,0.178773,-10764.215164
0.099302,0.099302,-9786.094677
0.085219,0.085219,-9662.721677
0.061129,0.061129,-9522.564862
0.183370,0.183370,-10830.404387
0.103525,0.103525,-9827.314125
0.160805,0.160805,-10513.749181
0.171530,0.171530,-10661.634380
