# FBP,BGP,LogLik
0.076664,0.076664,-7329.185668
0.056061,0.056061,-7234.764113
0.054999,0.054999,-7232.695954
0.183620,0.183620,-8706.860935
0.128895,0.128895,-7864.751668
0.150487,0.150487,-8168.869191
0.113565,0.113565,-7674.676151
0.126092,0.126092,-7828.287039
0.055304,0.055304,-7233.255733
0.178567,0.178567,-8619.694219
0.100239,0.100239,-7529.602051
0.161070,0.161070,-8331.874983
0.103603,0.103603,-7564.301953
0.023264,0.023264,-7417.018259
0.022365,0.022365,-7434.672217
0.092822,0.092822,-7458.078710
0.085978,0.085978,-7398.650996
0.182659,0.182659,-8690.150701
0.026346,0.026346,-7365.267710
0.137311,0.137311,-7978.524887
0.183628,0.183628,-8707.000338
0.082215,0.082215,-7368.910258
0.176996,0.176996,-8592.953459
0.028862,0.028862,-7331.483446
0.021069,0.021069,-7462.440827
0.046674,0.046674,-7229.076423
0.104239,0.104239,-7571.011078
0.129283,0.129283,-7869.850310
0.154250,0.154250,-8225.836528
0.153310,0.153310,-8211.502147
0.022376,0.022376,-7434.433024
0.174801,0.174801,-8555.889834
