# FBP,BGP,LogLik
0.044069,0.044069,-10905.613911
0.051224,0.051224,-10890.950168
0.123440,0.123440,-11415.782604
0.127530,0.127530,-11463.005255
0.092382,0.092382,-11098.672848
0.008668,0.008668,-11921.162589
0.175447,0.175447,-12073.161434
0.048863,0.048863,-10893.169380
0.116206,0.116206,-11334.888437
0.147734,0.147734,-11709.268625
0.036868,0.036868,-10949.186618
0.094659,0.094659,-11118.799395
0.000268,0.000268,-15470.683419
0.009489,0.009489,-11841.160180
0.050098,0.050098,-10891.712877
0.131745,0.131745,-11512.688143
0.177335,0.177335,-12098.779582
0.084897,0.084897,-11037.062687
0.005008,0.005008,-12433.400006
0.058544,0.058544,-10897.614768
0.191400,0.191400,-12292.239869
0.022244,0.022244,-11190.530352
0.151142,0.151142,-11752.603142
0.149466,0.149466,-11731.231074
0.117985,0.117985,-11354.444341
0.186178,0.186178,-12219.895880
0.128430,0.128430,-11473.533864
0.193301,0.193301,-12318.709677
0.165226,0.165226,-11936.144162
0.158809,0.158809,-11851.689949
0.190210,0.190210,-12275.704238
0.123408,0.123408,-11415.424085
