# FBP,BGP,LogLik
0.027019,0.027019,-8660.964116
0.193998,0.193998,-10185.199865
0.050259,0.050259,-8485.519216
0.106274,0.106274,-8874.682032
0.021931,0.021931,-8775.492750
0.067781,0.067781,-8534.039693
0.024622,0.024622,-8709.324452
0.182369,0.182369,-9985.234903
0.189972,0.189972,-10115.260058
0.108264,0.108264,-8897.865180
0.069970,0.069970,-8546.265967
0.064698,0.064698,-8518.812334
0.184736,0.184736,-10025.407666
0.123868,0.123868,-9093.264511
0.081919,0.081919,-8630.946867
0.154310,0.154310,-9530.967074
0.107058,0.107058,-8883.759920
0.043594,0.043594,-8498.001291
0.047698,0.047698,-8487.775138
0.055041,0.055041,-8488.622722
0.003202,0.003202,-10380.580736
0.051163,0.051163,-8485.406925
0.122266,0.122266,-9072.181599
0.150677,0.150677,-9475.417568
0.022686,0.022686,-8755.499954
0.194449,0.194449,-10193.084038
0.097750,0.097750,-8780.426600
0.012448,0.012448,-9171.747533
0.187995,0.187995,-10081.185718
0.054335,0.054335,-8487.611982
0.061943,0.061943,-8507.331809
0.091869,0.091869,-8720.668814
