FBP, BGP, LogMarginal
0.0767337, 0.0767337, -10130.4
0.0443657, 0.0443657, -8538.21
0.0193363, 0.0193363, -7727.24
0.0144776, 0.0144776, -7328.4
0.0156075, 0.0156075, -7246.73
0.0368104, 0.0368104, -7240.49
0.00457273, 0.00457273, -7240.48
0.0623579, 0.0623579, -7209.17
0.00060041, 0.00060041, -7204.74
0.0267991, 0.0267991, -7204.71
