# FBP,BGP,LogLik
0.016240,0.016240,-10449.634822
0.169160,0.169160,-11053.118582
0.076735,0.076735,-10085.251100
0.012148,0.012148,-10658.270654
0.179285,0.179285,-11185.972409
0.044654,0.044654,-10000.705133
0.053625,0.053625,-9993.673953
0.038900,0.038900,-10025.345741
0.193500,0.193500,-11378.322713
0.022508,0.022508,-10247.993991
0.144433,0.144433,-10744.784452
0.186418,0.186418,-11281.655512
0.133600,0.133600,-10617.975720
0.171745,0.171745,-11086.703740
0.048489,0.048489,-9993.660805
0.134786,0.134786,-10631.573283
0.140174,0.140174,-10694.267640
0.091667,0.091667,-10195.457049
0.174109,0.174109,-11117.613537
0.138877,0.138877,-10679.048584
0.178976,0.178976,-11181.858124
0.150641,0.150641,-10819.877173
0.104058,0.104058,-10306.181378
0.099738,0.099738,-10265.920756
0.090746,0.090746,-10187.849519
0.004329,0.004329,-11532.838188
0.107028,0.107028,-10334.782607
0.084595,0.084595,-10139.594837
0.031507,0.031507,-10090.094184
0.023814,0.023814,-10217.535352
0.089870,0.089870,-10180.708984
0.007983,0.007983,-10994.706906
