# FBP,BGP,LogLik
0.022467,0.022467,-10345.058788
0.179562,0.179562,-11264.679387
0.191525,0.191525,-11424.384953
0.116820,0.116820,-10516.229778
0.138779,0.138779,-10758.132717
0.073945,0.073945,-10154.451068
0.110131,0.110131,-10448.388541
0.166414,0.166414,-11094.599174
0.031900,0.031900,-10178.517004
0.100349,0.100349,-10355.337059
0.081844,0.081844,-10205.008612
0.173277,0.173277,-11182.646376
0.026198,0.026198,-10264.170766
0.178351,0.178351,-11248.768766
0.050054,0.050054,-10081.852848
0.121140,0.121140,-10561.634359
0.075980,0.075980,-10166.521572
0.186549,0.186549,-11357.390919
0.039506,0.039506,-10113.053321
0.100508,0.100508,-10356.783675
0.045658,0.045658,-10088.214760
0.160245,0.160245,-11016.897798
0.054211,0.054211,-10082.882542
0.190698,0.190698,-11413.187488
0.184880,0.184880,-11335.100905
0.095038,0.095038,-10308.361671
0.002586,0.002586,-12125.395566
0.193084,0.193084,-11445.522454
0.137193,0.137193,-10739.804034
0.098396,0.098396,-10337.745526
0.120817,0.120817,-10558.204129
0.022197,0.022197,-10351.881834
