# FBP,BGP,LogLik
0.126687,0.126687,-9448.335488
0.096450,0.096450,-9118.885277
0.179085,0.179085,-10156.557421
0.195454,0.195454,-10404.020716
0.146479,0.146479,-9699.134904
0.192455,0.192455,-10357.842657
0.029429,0.029429,-8988.436303
0.031909,0.031909,-8954.914503
0.199813,0.199813,-10471.802948
0.075308,0.075308,-8946.737686
0.111892,0.111892,-9277.574299
0.188946,0.188946,-10304.300154
0.120795,0.120795,-9378.412102
0.174008,0.174008,-10082.135041
0.141459,0.141459,-9633.386365
0.171175,0.171175,-10041.092256
0.094059,0.094059,-9096.476692
0.189876,0.189876,-10318.437865
0.025052,0.025052,-9066.564446
0.161534,0.161534,-9904.128325
0.047058,0.047058,-8860.111737
0.123763,0.123763,-9413.332504
0.155252,0.155252,-9817.229329
0.140200,0.140200,-9617.111263
0.087921,0.087921,-9042.046940
0.186070,0.186070,-10260.777773
0.032366,0.032366,-8949.457917
0.144002,0.144002,-9666.516708
0.050636,0.050636,-8856.902547
0.137593,0.137593,-9583.694325
0.038124,0.038124,-8896.717288
0.009556,0.009556,-9752.985706
