# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.067358,0.067358,-13852.272887, -13924.142356
2,0.166654,0.166654,-12270.309308, -12295.170266
2,0.017869,0.017869,-18119.261903, -18194.868646
2,0.018140,0.018140,-18066.426697, -18149.295256
2,0.088528,0.088528,-13177.810565, -13181.721641
2,0.082688,0.082688,-13334.728595, -13384.117560
2,0.012777,0.012777,-19310.688361, -19339.568265
2,0.109100,0.109100,-12755.668253, -12803.564580
2,0.086406,0.086406,-13232.619313, -13264.147252
2,0.198612,0.198612,-12279.395255, -12304.897082
2,0.013217,0.013217,-19189.168079, -19314.115874
2,0.023484,0.023484,-17171.904815, -17240.419134
2,0.031685,0.031685,-16159.611805, -16198.219330
2,0.064972,0.064972,-13949.582371, -13980.425315
2,0.132899,0.132899,-12456.244601, -12511.456435
2,0.193301,0.193301,-12267.558271, -12295.433999
2,0.181538,0.181538,-12255.404646, -12362.200331
2,0.088421,0.088421,-13180.512471, -13191.774072
2,0.014185,0.014185,-18936.637602, -18945.180134
2,0.128988,0.128988,-12494.302634, -12516.415394
2,0.083536,0.083536,-13310.735005, -13371.795941
2,0.004668,0.004668,-23059.432852, -23100.918593
2,0.163475,0.163475,-12278.273889, -12302.582452
2,0.105851,0.105851,-12810.713174, -12866.189135
2,0.087574,0.087574,-13202.138324, -13311.964391
2,0.144729,0.144729,-12363.817044, -12455.979142
2,0.171636,0.171636,-12261.317221, -12265.922391
2,0.186447,0.186447,-12258.045824, -12359.851294
2,0.066325,0.066325,-13893.781600, -13975.843984
2,0.036765,0.036765,-15668.489597, -15764.384856
2,0.066062,0.066062,-13904.492904, -13955.180998
2,0.195261,0.195261,-12271.482806, -12318.070382
3,0.067358,0.067358,-12577.780233, -12832.204531
3,0.166654,0.166654,-11490.668938, -11660.380380
3,0.017869,0.017869,-16479.585446, -16654.927602
3,0.018140,0.018140,-15693.302878, -16063.241365
3,0.088528,0.088528,-11991.365824, -12392.286351
3,0.082688,0.082688,-12105.336349, -12459.803344
3,0.012777,0.012777,-17415.223130, -17620.732646
3,0.109100,0.109100,-11701.856276, -11826.803408
3,0.086406,0.086406,-12030.886960, -12424.185961
3,0.198612,0.198612,-11615.467560, -11877.831641
3,0.013217,0.013217,-16585.789526, -17306.410937
3,0.023484,0.023484,-14990.963147, -15171.251534
3,0.031685,0.031685,-14215.065395, -14510.510463
3,0.064972,0.064972,-12648.239981, -13002.556885
3,0.132899,0.132899,-11529.253568, -11838.787547
3,0.193301,0.193301,-11585.659631, -11978.274463
3,0.181538,0.181538,-11532.012852, -12040.891554
3,0.088421,0.088421,-11993.306284, -12309.645592
3,0.014185,0.014185,-16531.983388, -16735.304213
3,0.128988,0.128988,-11548.013552, -11916.944005
3,0.083536,0.083536,-12087.752535, -12567.924934
3,0.004668,0.004668,-19831.993256, -20287.332652
3,0.163475,0.163475,-11486.011113, -11836.390456
3,0.105851,0.105851,-11737.605156, -12092.768545
3,0.087574,0.087574,-12008.867258, -12328.865654
3,0.144729,0.144729,-11492.099623, -11880.227909
3,0.171636,0.171636,-11501.006345, -11579.585748
3,0.186447,0.186447,-11552.263568, -11930.267567
3,0.066325,0.066325,-12607.783107, -13100.381885
3,0.036765,0.036765,-13849.589681, -14004.119090
3,0.066062,0.066062,-12535.141661, -12650.782039
3,0.195261,0.195261,-11596.269370, -11926.264783
4,0.067358,0.067358,-11273.514036, -12174.859389
4,0.166654,0.166654,-10969.104329, -11383.312304
4,0.017869,0.017869,-13723.389128, -13954.792945
4,0.018140,0.018140,-13690.367323, -14378.840656
4,0.088528,0.088528,-11424.838035, -11978.670260
4,0.082688,0.082688,-11656.218210, -12052.644303
4,0.012777,0.012777,-14466.075395, -15207.003082
4,0.109100,0.109100,-10855.335462, -11385.132706
4,0.086406,0.086406,-11003.063838, -11598.807958
4,0.198612,0.198612,-11223.167786, -11830.264523
4,0.013217,0.013217,-14392.688435, -15377.961618
4,0.023484,0.023484,-13136.571494, -13576.889826
4,0.031685,0.031685,-12540.661024, -13488.308687
4,0.064972,0.064972,-11723.641915, -12463.236615
4,0.132899,0.132899,-10835.357017, -11618.785530
4,0.193301,0.193301,-11173.693208, -11573.367367
4,0.181538,0.181538,-11414.161712, -11833.149652
4,0.088421,0.088421,-10983.416235, -11720.271852
4,0.014185,0.014185,-14829.176012, -15500.351422
4,0.128988,0.128988,-11198.316375, -11811.307362
4,0.083536,0.083536,-11033.649126, -11836.434711
4,0.004668,0.004668,-17424.551942, -18301.404514
4,0.163475,0.163475,-10949.967946, -11315.434709
4,0.105851,0.105851,-10867.610648, -11527.869608
4,0.087574,0.087574,-11383.865032, -11956.035165
4,0.144729,0.144729,-10905.640061, -11442.782302
4,0.171636,0.171636,-11001.487286, -11425.821353
4,0.186447,0.186447,-11114.011491, -11475.861245
4,0.066325,0.066325,-11293.438193, -12210.007708
4,0.036765,0.036765,-12247.413588, -12748.643108
4,0.066062,0.066062,-11298.608103, -11935.203715
4,0.195261,0.195261,-11191.459716, -11359.411700
5,0.067358,0.067358,-10743.568604, -11493.366692
5,0.166654,0.166654,-10909.889239, -11568.325293
5,0.017869,0.017869,-12507.339400, -12967.951890
5,0.018140,0.018140,-12553.887089, -13457.742621
5,0.088528,0.088528,-10381.487376, -11096.952669
5,0.082688,0.082688,-10686.126839, -11686.978366
5,0.012777,0.012777,-13077.142063, -13990.751851
