# FBP,BGP,LogLik
0.033349,0.033349,-9160.820611
0.165797,0.165797,-10181.075293
0.182478,0.182478,-10428.132183
0.078340,0.078340,-9176.669034
0.061753,0.061753,-9089.986189
0.114935,0.114935,-9519.244628
0.194503,0.194503,-10613.674963
0.144993,0.144993,-9891.696929
0.158013,0.158013,-10070.205681
0.153717,0.153717,-10010.315144
0.191399,0.191399,-10565.200682
0.163238,0.163238,-10144.312033
0.053663,0.053663,-9073.440878
0.046260,0.046260,-9079.248953
0.048418,0.048418,-9075.123411
0.042587,0.042587,-9091.634225
0.041653,0.041653,-9095.975017
0.186900,0.186900,-10495.667957
0.190332,0.190332,-10548.642806
0.017971,0.017971,-9495.281565
0.012815,0.012815,-9742.647475
0.171406,0.171406,-10262.752719
0.112748,0.112748,-9494.758278
0.042313,0.042313,-9092.852864
0.092363,0.092363,-9288.746397
0.014749,0.014749,-9635.689982
0.196443,0.196443,-10644.161711
0.027990,0.027990,-9235.629861
0.161311,0.161311,-10116.819024
0.191636,0.191636,-10568.889901
0.142202,0.142202,-9854.652676
0.017710,0.017710,-9505.225265
