# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.041853,0.041853,-11362.847687, -11393.318244
2,0.014161,0.014161,-13687.396294, -13760.245101
2,0.035965,0.035965,-11652.028425, -11667.862515
2,0.076884,0.076884,-10428.482687, -10473.725281
2,0.098310,0.098310,-10205.713719, -10238.016028
2,0.183218,0.183218,-10396.998606, -10461.817397
2,0.125435,0.125435,-10122.528201, -10214.804520
2,0.141296,0.141296,-10146.796004, -10197.804061
2,0.016422,0.016422,-13343.371776, -13521.783178
2,0.057357,0.057357,-10824.749914, -10879.863800
2,0.198346,0.198346,-10540.537444, -10693.103976
2,0.112084,0.112084,-10141.009544, -10275.597065
2,0.157563,0.157563,-10215.172528, -10347.262077
2,0.006496,0.006496,-15564.196626, -15614.415962
2,0.016815,0.016815,-13288.959187, -13387.219926
2,0.021847,0.021847,-12698.221492, -12730.569642
2,0.003057,0.003057,-17440.091951, -17586.939005
2,0.184396,0.184396,-10407.266298, -10438.026650
2,0.050727,0.050727,-11022.947157, -11119.853538
2,0.199314,0.199314,-10550.547495, -10638.816352
2,0.147626,0.147626,-10168.581648, -10344.718798
2,0.050122,0.050122,-11043.150801, -11099.209573
2,0.198361,0.198361,-10540.687219, -10584.290282
2,0.173707,0.173707,-10319.987800, -10402.870813
2,0.033000,0.033000,-11823.131698, -11870.763382
2,0.037064,0.037064,-11593.278700, -11622.284836
2,0.136037,0.136037,-10133.732911, -10181.067770
2,0.015656,0.015656,-13453.715166, -13528.579780
2,0.116905,0.116905,-10129.774565, -10209.450929
2,0.013321,0.013321,-13831.001796, -13877.393722
2,0.044260,0.044260,-11260.667925, -11342.148625
2,0.189688,0.189688,-10455.334943, -10615.512771
3,0.041853,0.041853,-10031.883390, -10116.809129
3,0.014161,0.014161,-11587.499627, -11916.206127
3,0.035965,0.035965,-10209.366652, -10669.282837
3,0.076884,0.076884,-9477.111662, -9978.220644
3,0.098310,0.098310,-9366.584772, -9780.131396
