# FBP,BGP,LogLik
0.152648,0.152648,-10630.395432
0.143020,0.143020,-10507.172614
0.113564,0.113564,-10160.151683
0.105754,0.105754,-10077.597126
0.171380,0.171380,-10881.316194
0.173356,0.173356,-10908.579509
0.012376,0.012376,-10301.462952
0.054029,0.054029,-9716.231076
0.184331,0.184331,-11062.551855
0.118530,0.118530,-10214.978595
0.026932,0.026932,-9849.728182
0.014226,0.014226,-10205.898843
0.018886,0.018886,-10028.870319
0.153968,0.153968,-10647.610291
0.044397,0.044397,-9715.589910
0.048592,0.048592,-9711.387865
0.026119,0.026119,-9862.922188
0.119931,0.119931,-10230.743397
0.102776,0.102776,-10047.401018
0.056308,0.056308,-9721.209931
0.131625,0.131625,-10367.075472
0.155557,0.155557,-10668.427309
0.195919,0.195919,-11229.653200
0.095742,0.095742,-9979.278043
0.082597,0.082597,-9866.020075
0.058435,0.058435,-9727.244153
0.156920,0.156920,-10686.376488
0.194443,0.194443,-11208.111842
0.120085,0.120085,-10232.481636
0.128463,0.128463,-10329.423408
0.137827,0.137827,-10442.508120
0.084657,0.084657,-9882.385575
