# FBP,BGP,LogLik
0.107732,0.107732,-9712.535683
0.029207,0.029207,-9416.132639
0.126817,0.126817,-9949.714512
0.052879,0.052879,-9295.221637
0.138183,0.138183,-10103.962851
0.069429,0.069429,-9359.739683
0.000834,0.000834,-12483.157397
0.058979,0.058979,-9309.722696
0.016379,0.016379,-9747.223865
0.099008,0.099008,-9615.210214
0.057778,0.057778,-9305.899896
0.127998,0.127998,-9965.337092
0.099987,0.099987,-9625.734237
0.007209,0.007209,-10402.535208
0.063727,0.063727,-9328.949799
0.097812,0.097812,-9602.502046
0.114441,0.114441,-9792.426452
0.020974,0.020974,-9587.287208
0.129994,0.129994,-9991.953837
0.068740,0.068740,-9355.611211
0.036584,0.036584,-9336.673001
0.161065,0.161065,-10437.990855
0.013725,0.013725,-9874.536001
0.185954,0.185954,-10830.476990
0.141253,0.141253,-10147.057490
0.095118,0.095118,-9574.489293
0.002232,0.002232,-11503.122295
0.078025,0.078025,-9419.388349
0.129160,0.129160,-9980.790230
0.171783,0.171783,-10603.642083
0.123553,0.123553,-9907.077772
0.079541,0.079541,-9431.344151
