# FBP,BGP,LogLik
0.016240,0.016240,-11382.194327
0.169160,0.169160,-12015.560597
0.076735,0.076735,-11004.073327
0.012148,0.012148,-11599.409553
0.179285,0.179285,-12150.925644
0.044654,0.044654,-10914.039042
0.053625,0.053625,-10906.927007
0.038900,0.038900,-10939.711146
0.193500,0.193500,-12344.877400
0.022508,0.022508,-11172.051152
0.144433,0.144433,-11697.451293
0.186418,0.186418,-12247.715477
0.133600,0.133600,-11565.242484
0.171745,0.171745,-12049.884329
0.048489,0.048489,-10906.758067
0.134786,0.134786,-11579.452349
0.140174,0.140174,-11644.868613
0.091667,0.091667,-11120.671262
0.174109,0.174109,-12081.412567
0.138877,0.138877,-11629.004496
0.178976,0.178976,-12146.750337
0.150641,0.150641,-11775.390050
0.104058,0.104058,-11237.628719
0.099738,0.099738,-11195.128515
0.090746,0.090746,-11112.627689
0.004329,0.004329,-12508.670170
0.107028,0.107028,-11267.799375
0.084595,0.084595,-11061.588308
0.031507,0.031507,-11007.298728
0.023814,0.023814,-11140.285071
0.089870,0.089870,-11105.077103
0.007983,0.007983,-11949.372149
