# FBP,BGP,LogLik
0.017966,0.017966,-10615.854073
0.129690,0.129690,-10890.086740
0.146520,0.146520,-11108.722527
0.135619,0.135619,-10965.529557
0.010380,0.010380,-11029.655257
0.058861,0.058861,-10238.507379
0.090218,0.090218,-10449.999322
0.057421,0.057421,-10234.066265
0.162103,0.162103,-11321.970775
0.026223,0.026223,-10394.859107
0.122436,0.122436,-10800.454574
0.197643,0.197643,-11837.243767
0.180511,0.180511,-11584.487390
0.044431,0.044431,-10228.223296
0.000016,0.000016,-17570.919481
0.196119,0.196119,-11814.471796
0.176543,0.176543,-11527.036393
0.183894,0.183894,-11633.804509
0.083101,0.083101,-10387.055752
0.148923,0.148923,-11140.991379
0.042566,0.042566,-10233.677596
0.078461,0.078461,-10349.914483
0.170310,0.170310,-11437.726393
0.025522,0.025522,-10408.369689
0.178773,0.178773,-11559.270444
0.099302,0.099302,-10539.227319
0.085219,0.085219,-10405.077830
0.061129,0.061129,-10246.738249
0.183370,0.183370,-11626.135210
0.103525,0.103525,-10583.611172
0.160805,0.160805,-11303.875000
0.171530,0.171530,-11455.126603
