# FBP,BGP,LogLik
0.135134,0.135134,-9634.965643
0.008777,0.008777,-9765.545647
0.186660,0.186660,-10367.959683
0.169237,0.169237,-10104.662169
0.187323,0.187323,-10378.269774
0.034725,0.034725,-8973.820961
0.029195,0.029195,-9031.272615
0.108049,0.108049,-9314.880000
0.167744,0.167744,-10082.778138
0.147676,0.147676,-9800.077377
0.051725,0.051725,-8923.648181
0.095050,0.095050,-9183.380604
0.047072,0.047072,-8923.434924
0.112846,0.112846,-9367.419389
0.113506,0.113506,-9374.805921
0.016624,0.016624,-9319.222265
0.126563,0.126563,-9527.861945
0.019406,0.019406,-9227.492432
0.005581,0.005581,-10125.643322
0.171026,0.171026,-10131.011894
0.049689,0.049689,-8922.525163
0.093020,0.093020,-9164.447400
0.187592,0.187592,-10382.460445
0.125083,0.125083,-9509.867991
0.074521,0.074521,-9016.719248
0.170368,0.170368,-10121.305054
0.042915,0.042915,-8931.026495
0.097652,0.097652,-9208.328658
0.113148,0.113148,-9370.789356
0.117165,0.117165,-9416.373517
0.003502,0.003502,-10518.489412
0.075393,0.075393,-9022.525964
