# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.074851,0.074851,-11289.447503, -11373.627161
2,0.078719,0.078719,-11233.692009, -11354.814255
2,0.064733,0.064733,-11471.687483, -11505.444436
2,0.177844,0.177844,-11168.571424, -11189.721644
2,0.079151,0.079151,-11227.889417, -11342.420036
2,0.042186,0.042186,-12155.628559, -12277.569272
2,0.157003,0.157003,-11039.875524, -11086.122200
2,0.162505,0.162505,-11068.739310, -11121.807420
2,0.069082,0.069082,-11386.348582, -11534.540878
2,0.164274,0.164274,-11078.832067, -11118.656904
2,0.141133,0.141133,-10979.783713, -11027.483233
2,0.022001,0.022001,-13442.701702, -13624.813599
2,0.073628,0.073628,-11669.201101, -11676.641599
2,0.170416,0.170416,-11116.810280, -11144.146515
2,0.074589,0.074589,-11293.478682, -11476.307187
2,0.173016,0.173016,-11134.218594, -11254.461338
2,0.089092,0.089092,-11115.328109, -11146.427770
2,0.112924,0.112924,-10976.246757, -11091.534275
2,0.077878,0.077878,-11245.237072, -11394.143218
2,0.122674,0.122674,-10960.246180, -11044.131701
2,0.104805,0.104805,-11006.087752, -11077.621010
2,0.168500,0.168500,-11104.484437, -11200.627552
2,0.193472,0.193472,-11296.655309, -11397.352339
2,0.057839,0.057839,-11632.493746, -11738.616345
2,0.030855,0.030855,-12749.721200, -12862.854477
2,0.065507,0.065507,-11455.672109, -11570.398911
2,0.142495,0.142495,-10983.490875, -11099.365031
2,0.042149,0.042149,-12165.782807, -12348.605718
2,0.064386,0.064386,-11479.017516, -11493.857652
2,0.186995,0.186995,-11240.546564, -11301.433881
2,0.150674,0.150674,-11011.613239, -11101.369688
2,0.190707,0.190707,-11272.197800, -11342.745331
3,0.074851,0.074851,-10762.477086, -11085.210719
3,0.078719,0.078719,-10685.043972, -10826.803129
3,0.064733,0.064733,-10870.055644, -11246.402002
3,0.177844,0.177844,-11057.388890, -11279.754643
3,0.079151,0.079151,-10681.556323, -10809.774008
3,0.042186,0.042186,-11184.892641, -11503.439580
3,0.157003,0.157003,-10776.602288, -11110.733145
3,0.162505,0.162505,-10818.935394, -11181.779647
3,0.069082,0.069082,-10759.362872, -10928.033971
3,0.164274,0.164274,-10899.318545, -11170.104982
3,0.141133,0.141133,-10769.198824, -11003.377660
3,0.022001,0.022001,-12037.833387, -12633.808381
3,0.073628,0.073628,-10767.631346, -10974.205089
3,0.170416,0.170416,-10885.387101, -11032.369586
3,0.074589,0.074589,-10718.680695, -10878.384622
3,0.173016,0.173016,-10908.596276, -11093.525854
3,0.089092,0.089092,-10619.000512, -10847.487348
3,0.112924,0.112924,-10579.303661, -10815.804409
3,0.077878,0.077878,-10736.741739, -11057.799413
3,0.122674,0.122674,-10597.542919, -10882.495488
3,0.104805,0.104805,-10578.041448, -10941.724492
3,0.168500,0.168500,-10868.712900, -10995.005616
3,0.193472,0.193472,-11112.937803, -11321.251246
3,0.057839,0.057839,-10977.436933, -11107.460623
3,0.030855,0.030855,-11727.966911, -12051.006381
3,0.065507,0.065507,-10792.190186, -11123.553605
3,0.142495,0.142495,-10681.698798, -11033.423719
3,0.042149,0.042149,-11185.849071, -11493.093293
3,0.064386,0.064386,-10803.633342, -11218.276840
3,0.186995,0.186995,-11044.240406, -11120.690465
3,0.150674,0.150674,-10911.349683, -11194.509219
3,0.190707,0.190707,-11083.179477, -11322.957303
4,0.074851,0.074851,-10192.942224, -10687.417209
4,0.078719,0.078719,-10192.699894, -10890.081595
4,0.064733,0.064733,-10213.799297, -10756.027636
4,0.177844,0.177844,-10970.205756, -11099.898605
4,0.079151,0.079151,-10192.906540, -10921.546413
4,0.042186,0.042186,-10415.762775, -10996.234795
4,0.157003,0.157003,-10702.027441, -11161.819925
4,0.162505,0.162505,-10838.161819, -11153.963608
4,0.069082,0.069082,-10200.932605, -10850.544003
4,0.164274,0.164274,-10780.686719, -11059.956895
4,0.141133,0.141133,-10655.963600, -11046.306925
4,0.022001,0.022001,-10988.482882, -11570.506828
4,0.073628,0.073628,-10396.551956, -11037.231184
4,0.170416,0.170416,-10848.453712, -11154.693193
4,0.074589,0.074589,-10304.867069, -10916.082755
4,0.173016,0.173016,-10876.294464, -11225.370207
4,0.089092,0.089092,-10318.018040, -10764.013697
4,0.112924,0.112924,-10384.635270, -10695.812549
4,0.077878,0.077878,-10411.915715, -10915.017686
4,0.122674,0.122674,-10567.581593, -10896.467114
4,0.104805,0.104805,-10449.183946, -11022.743051
4,0.168500,0.168500,-10827.504096, -11202.790273
4,0.193472,0.193472,-11200.830199, -11433.071752
4,0.057839,0.057839,-10248.434934, -11094.121546
4,0.030855,0.030855,-10660.655001, -11170.194161
4,0.065507,0.065507,-10211.042538, -10738.347287
4,0.142495,0.142495,-10629.494433, -10999.288243
4,0.042149,0.042149,-10498.910232, -11203.598497
4,0.064386,0.064386,-10215.108915, -10875.070736
4,0.186995,0.186995,-11089.649807, -11316.604796
4,0.150674,0.150674,-10684.711802, -11043.435344
4,0.190707,0.190707,-11083.814357, -11400.446038
5,0.074851,0.074851,-10016.039674, -10812.015094
5,0.078719,0.078719,-10118.400279, -10879.549310
5,0.064733,0.064733,-10303.973233, -10783.428625
5,0.177844,0.177844,-11013.509529, -11269.666907
5,0.079151,0.079151,-10097.936431, -10566.651391
5,0.042186,0.042186,-10254.405445, -11087.599152
5,0.157003,0.157003,-10829.667301, -11097.720715
5,0.162505,0.162505,-10843.214478, -11121.651985
