# FBP,BGP,LogLik
0.084509,0.084509,-9454.290866
0.049007,0.049007,-9281.097342
0.023480,0.023480,-9493.270223
0.060211,0.060211,-9302.830460
0.029053,0.029053,-9395.487253
0.018437,0.018437,-9630.015348
0.120586,0.120586,-9820.251705
0.072837,0.072837,-9367.840373
0.112914,0.112914,-9733.124139
0.038267,0.038267,-9309.221930
0.135381,0.135381,-9998.703632
0.043101,0.043101,-9289.090776
0.055605,0.055605,-9288.957014
0.148352,0.148352,-10164.740193
0.111948,0.111948,-9722.445329
0.066967,0.066967,-9333.278747
0.108598,0.108598,-9685.983522
0.138797,0.138797,-10041.625591
0.182426,0.182426,-10635.318624
0.116143,0.116143,-9769.290213
0.046537,0.046537,-9282.488828
0.149340,0.149340,-10177.705862
0.155554,0.155554,-10260.288976
0.040080,0.040080,-9300.027188
0.164115,0.164115,-10376.719578
0.092987,0.092987,-9528.892741
0.155953,0.155953,-10265.655287
0.047496,0.047496,-9281.636724
0.066516,0.066516,-9330.913856
0.190739,0.190739,-10756.753796
0.131563,0.131563,-9951.451668
0.154576,0.154576,-10247.178239
