# FBP,BGP,LogLik
0.161221,0.161221,-9634.960751
0.047249,0.047249,-8574.838694
0.023187,0.023187,-8781.773413
0.006083,0.006083,-9705.284773
0.114829,0.114829,-9042.165756
0.132394,0.132394,-9250.717627
0.178966,0.178966,-9893.821664
0.012354,0.012354,-9163.802278
0.078383,0.078383,-8697.139911
0.032619,0.032619,-8642.309970
0.100441,0.100441,-8889.323894
0.047684,0.047684,-8574.573156
0.082208,0.082208,-8725.969006
0.073724,0.073724,-8665.125061
0.138001,0.138001,-9321.641808
0.148382,0.148382,-9457.965451
0.084932,0.084932,-8747.789120
0.048802,0.048802,-8574.245696
0.158931,0.158931,-9602.743554
0.169591,0.169591,-9755.055439
0.108003,0.108003,-8967.403551
0.049914,0.049914,-8574.410204
0.156779,0.156779,-9572.719853
0.071207,0.071207,-8649.387097
0.183739,0.183739,-9966.145133
0.053344,0.053344,-8577.776438
0.188052,0.188052,-10032.465099
0.085583,0.085583,-8753.145632
0.150655,0.150655,-9488.645310
0.041779,0.041779,-8585.513955
0.124960,0.124960,-9159.813697
0.116440,0.116440,-9060.358258
