# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.102979,0.102979,-10453.498829, -10585.258205
2,0.091569,0.091569,-10487.896168, -10599.921967
2,0.164389,0.164389,-10687.725278, -10720.947136
2,0.144588,0.144588,-10552.102217, -10666.902143
2,0.186433,0.186433,-11158.144868, -11163.881212
2,0.044756,0.044756,-11176.482002, -11239.715558
2,0.031243,0.031243,-11717.247836, -11863.793104
2,0.040644,0.040644,-11312.504863, -11496.552244
2,0.131276,0.131276,-10489.301806, -10558.595677
2,0.050337,0.050337,-11021.361596, -11120.022138
2,0.132914,0.132914,-10495.647449, -10566.881051
2,0.136670,0.136670,-10511.709366, -10608.775367
2,0.016265,0.016265,-13215.267572, -13275.998490
2,0.148002,0.148002,-10572.100033, -10713.351695
2,0.062793,0.062793,-10767.474403, -10828.649619
2,0.044224,0.044224,-11192.951612, -11285.513284
2,0.051762,0.051762,-11303.763647, -11425.738169
2,0.179259,0.179259,-10817.850866, -10869.486107
2,0.121021,0.121021,-10459.310588, -10536.911127
2,0.129943,0.129943,-10484.442554, -10539.608787
2,0.043425,0.043425,-11218.299099, -11448.793714
2,0.071993,0.071993,-10640.485790, -10764.591383
2,0.162097,0.162097,-10957.797049, -10965.432406
2,0.068035,0.068035,-10689.875182, -10787.155309
2,0.162530,0.162530,-10673.073060, -10778.915621
2,0.039997,0.039997,-11335.847677, -11411.035924
2,0.146475,0.146475,-10562.969964, -10620.011626
2,0.023362,0.023362,-12209.063969, -12446.326077
2,0.164477,0.164477,-10688.432186, -10768.365526
2,0.134542,0.134542,-10502.355654, -10677.327964
2,0.191464,0.191464,-10940.456980, -11019.097431
2,0.005904,0.005904,-14862.789400, -14945.001631
3,0.102979,0.102979,-10207.131146, -10479.521944
3,0.091569,0.091569,-10283.389331, -10520.084790
3,0.164389,0.164389,-10669.313747, -10856.051663
3,0.144588,0.144588,-10488.320100, -10703.471856
3,0.186433,0.186433,-10972.548113, -11129.618994
3,0.044756,0.044756,-10540.778933, -10920.567454
3,0.031243,0.031243,-10866.562392, -11240.156886
3,0.040644,0.040644,-10664.753257, -10960.495046
3,0.131276,0.131276,-10400.348020, -10631.008659
3,0.050337,0.050337,-10464.363412, -10639.752468
3,0.132914,0.132914,-10411.507743, -10616.888218
3,0.136670,0.136670,-10435.046513, -10648.863968
3,0.016265,0.016265,-11614.233583, -12066.284237
3,0.148002,0.148002,-10473.789960, -10813.913030
3,0.062793,0.062793,-10305.963192, -10538.564254
3,0.044224,0.044224,-10550.239528, -10856.193401
3,0.051762,0.051762,-10434.882024, -10616.813861
3,0.179259,0.179259,-10757.847613, -10834.336959
3,0.121021,0.121021,-10333.552538, -10564.663644
3,0.129943,0.129943,-10585.349086, -10766.135752
3,0.043425,0.043425,-10598.437713, -10868.130041
3,0.071993,0.071993,-10238.590585, -10538.987942
3,0.162097,0.162097,-10598.983514, -10918.511111
3,0.068035,0.068035,-10290.087074, -10552.659770
3,0.162530,0.162530,-10787.702957, -10907.367935
3,0.039997,0.039997,-10681.362137, -11006.235066
3,0.146475,0.146475,-10501.399559, -10653.380580
3,0.023362,0.023362,-11309.018380, -11447.441254
3,0.164477,0.164477,-10652.270348, -10785.727453
3,0.134542,0.134542,-10366.923407, -10605.997499
3,0.191464,0.191464,-10887.785412, -11186.178873
3,0.005904,0.005904,-12979.299433, -13403.466819
4,0.102979,0.102979,-10294.560830, -10619.996487
4,0.091569,0.091569,-9979.153369, -10508.420043
4,0.164389,0.164389,-10759.525101, -10960.550935
4,0.144588,0.144588,-10387.539607, -10604.740971
4,0.186433,0.186433,-10932.272326, -11083.550995
4,0.044756,0.044756,-10148.452042, -10655.428047
4,0.031243,0.031243,-10112.720920, -10912.813392
4,0.040644,0.040644,-10344.804339, -10808.519034
4,0.131276,0.131276,-10494.176685, -10698.547502
4,0.050337,0.050337,-10278.646722, -10492.937763
4,0.132914,0.132914,-10317.881247, -10580.276243
4,0.136670,0.136670,-10517.326881, -10759.749601
4,0.016265,0.016265,-10596.429248, -11587.057303
4,0.148002,0.148002,-10631.023123, -10910.890010
4,0.062793,0.062793,-9883.767757, -10317.401780
4,0.044224,0.044224,-9948.062301, -10540.642115
4,0.051762,0.051762,-10016.179688, -10442.773237
4,0.179259,0.179259,-10821.556135, -11026.966799
4,0.121021,0.121021,-10400.055322, -10575.628720
4,0.129943,0.129943,-10460.103109, -10653.371945
4,0.043425,0.043425,-9954.514998, -10603.240710
4,0.071993,0.071993,-10587.707386, -10786.468939
4,0.162097,0.162097,-10710.763853, -10959.309210
4,0.068035,0.068035,-10130.441230, -10471.668453
4,0.162530,0.162530,-10567.670967, -10833.263911
4,0.039997,0.039997,-10472.990218, -11014.985643
4,0.146475,0.146475,-10430.323939, -10776.816968
4,0.023362,0.023362,-10472.445116, -11231.324851
4,0.164477,0.164477,-10651.662087, -10851.044556
4,0.134542,0.134542,-10389.182328, -10771.075157
4,0.191464,0.191464,-10971.810953, -11260.785483
4,0.005904,0.005904,-11585.267882, -12713.430678
5,0.102979,0.102979,-10054.263889, -10575.146255
5,0.091569,0.091569,-10016.579788, -10393.644198
5,0.164389,0.164389,-10644.751935, -11017.538516
5,0.144588,0.144588,-10441.408416, -10698.255524
5,0.186433,0.186433,-11034.444795, -11289.241785
5,0.044756,0.044756,-10006.874681, -10917.364565
5,0.031243,0.031243,-9937.960868, -10656.636119
5,0.040644,0.040644,-9748.343370, -10752.753774
5,0.131276,0.131276,-10314.146832, -10660.141540
5,0.050337,0.050337,-10208.404674, -11069.710856
5,0.132914,0.132914,-10320.434670, -10655.142289
5,0.136670,0.136670,-10368.424432, -10846.786267
5,0.016265,0.016265,-11237.714037, -11728.679956
5,0.148002,0.148002,-10493.403997, -10787.879694
5,0.062793,0.062793,-10762.456498, -10954.559213
5,0.044224,0.044224,-9919.466584, -10585.933218
5,0.051762,0.051762,-9799.706920, -10556.024306
5,0.179259,0.179259,-10852.612629, -11104.777391
5,0.121021,0.121021,-10218.323983, -10481.163029
5,0.129943,0.129943,-10311.859543, -10663.118665
5,0.043425,0.043425,-9865.724231, -10797.242218
5,0.071993,0.071993,-9923.407598, -10416.297120
5,0.162097,0.162097,-10726.261562, -11066.884562
5,0.068035,0.068035,-10182.901116, -10608.310937
5,0.162530,0.162530,-10654.831007, -10887.820976
5,0.039997,0.039997,-9977.798420, -10776.601074
5,0.146475,0.146475,-10483.903560, -10745.282127
5,0.023362,0.023362,-10283.580484, -11386.549310
5,0.164477,0.164477,-10680.848463, -10909.394299
5,0.134542,0.134542,-10345.721968, -10831.841033
5,0.191464,0.191464,-11006.954248, -11188.419769
5,0.005904,0.005904,-11006.602470, -12810.408690
6,0.102979,0.102979,-10190.697315, -10519.332518
6,0.091569,0.091569,-10808.903665, -11027.351903
6,0.164389,0.164389,-11176.334258, -11317.016941
6,0.144588,0.144588,-10584.297818, -10992.298606
6,0.186433,0.186433,-11406.007827, -11530.224332
6,0.044756,0.044756,-9845.493468, -10959.143393
6,0.031243,0.031243,-10781.193436, -11339.231664
6,0.040644,0.040644,-10323.733893, -11115.802853
6,0.131276,0.131276,-10504.744963, -10794.516621
6,0.050337,0.050337,-9866.713566, -10448.488414
6,0.132914,0.132914,-10477.958647, -10996.181063
6,0.136670,0.136670,-10448.044520, -10805.955889
6,0.016265,0.016265,-10340.579501, -11603.596407
6,0.148002,0.148002,-10696.101264, -11073.227870
6,0.062793,0.062793,-10052.908300, -10700.091455
6,0.044224,0.044224,-10088.320084, -11026.946478
6,0.051762,0.051762,-10089.220329, -10966.094874
6,0.179259,0.179259,-11000.616964, -11284.684139
6,0.121021,0.121021,-10376.773949, -10853.935569
6,0.129943,0.129943,-10454.484719, -10790.245128
6,0.043425,0.043425,-10145.645012, -10908.682617
6,0.071993,0.071993,-10059.343577, -10614.122916
6,0.162097,0.162097,-10885.304287, -11187.730894
6,0.068035,0.068035,-10137.085950, -10874.656937
6,0.162530,0.162530,-10756.778305, -11026.699331
6,0.039997,0.039997,-10328.846261, -11056.540357
6,0.146475,0.146475,-10602.758631, -10896.726526
6,0.023362,0.023362,-10103.014924, -11594.135248
6,0.164477,0.164477,-10763.746708, -11042.976374
6,0.134542,0.134542,-10486.001035, -10824.346238
6,0.191464,0.191464,-11180.143765, -11376.030206
6,0.005904,0.005904,-11169.601723, -12713.097177
7,0.102979,0.102979,-10292.536035, -10581.942989
7,0.091569,0.091569,-10415.503252, -10753.031305
7,0.164389,0.164389,-10972.938540, -11278.076364
7,0.144588,0.144588,-10832.939525, -11163.397936
7,0.186433,0.186433,-11306.480995, -11557.042284
7,0.044756,0.044756,-10094.643965, -10829.256810
7,0.031243,0.031243,-10695.267694, -11705.604197
7,0.040644,0.040644,-10186.289760, -11030.692122
7,0.131276,0.131276,-10683.731123, -11102.388139
7,0.050337,0.050337,-10457.217900, -11254.948029
7,0.132914,0.132914,-11106.415274, -11251.097523
7,0.136670,0.136670,-10609.939645, -10925.350107
7,0.016265,0.016265,-11811.020992, -12463.487728
7,0.148002,0.148002,-10854.613401, -11389.214416
7,0.062793,0.062793,-10687.026271, -11045.792487
7,0.044224,0.044224,-10898.470634, -11406.407387
7,0.051762,0.051762,-10431.343112, -11502.431292
7,0.179259,0.179259,-11135.589779, -11383.611805
7,0.121021,0.121021,-10682.427357, -11038.097749
7,0.129943,0.129943,-10548.161384, -11155.390624
7,0.043425,0.043425,-10720.330394, -11190.495728
7,0.071993,0.071993,-10289.703126, -10837.547631
7,0.162097,0.162097,-11117.673658, -11479.732058
7,0.068035,0.068035,-10195.370493, -10777.991215
7,0.162530,0.162530,-11028.008461, -11329.395195
7,0.039997,0.039997,-11496.045696, -11909.515774
7,0.146475,0.146475,-10716.912545, -11105.845605
7,0.023362,0.023362,-11098.302363, -11963.418074
7,0.164477,0.164477,-10954.702113, -11208.284741
7,0.134542,0.134542,-10570.354561, -10919.667571
7,0.191464,0.191464,-11277.857292, -11514.012673
7,0.005904,0.005904,-11355.823216, -12698.227670
8,0.102979,0.102979,-10459.413184, -10929.464867
8,0.091569,0.091569,-10719.877820, -11398.035326
8,0.164389,0.164389,-11037.447661, -11362.102983
8,0.144588,0.144588,-10864.961745, -11193.397127
8,0.186433,0.186433,-11379.390928, -11741.897107
8,0.044756,0.044756,-11050.660019, -11440.555613
8,0.031243,0.031243,-10551.794040, -11636.273545
8,0.040644,0.040644,-10397.673378, -11120.807833
8,0.131276,0.131276,-10691.999510, -11011.466972
8,0.050337,0.050337,-10568.180492, -11331.263826
8,0.132914,0.132914,-11159.162517, -11397.619319
8,0.136670,0.136670,-10777.663294, -11226.129605
8,0.016265,0.016265,-11692.508606, -12630.065681
8,0.148002,0.148002,-10844.661368, -11295.681159
8,0.062793,0.062793,-10370.668028, -11060.420173
8,0.044224,0.044224,-10594.458120, -11627.589029
8,0.051762,0.051762,-10313.740770, -11021.425892
8,0.179259,0.179259,-11585.439731, -11699.916524
8,0.121021,0.121021,-10558.418140, -11101.470707
8,0.129943,0.129943,-10694.276636, -11011.786379
8,0.043425,0.043425,-10420.769742, -11050.028723
8,0.071993,0.071993,-10947.384230, -11152.070800
8,0.162097,0.162097,-11078.338825, -11481.363584
