# FBP,BGP,LogLik
0.074851,0.074851,-10023.806340
0.078719,0.078719,-10049.241580
0.064733,0.064733,-9970.232643
0.177844,0.177844,-11146.250479
0.079151,0.079151,-10052.229114
0.042186,0.042186,-9953.145894
0.157003,0.157003,-10872.364639
0.162505,0.162505,-10943.177186
0.069082,0.069082,-9990.741317
0.164274,0.164274,-10966.182243
0.141133,0.141133,-10674.819936
0.022001,0.022001,-10203.311074
0.073628,0.073628,-10016.284225
0.170416,0.170416,-11046.904896
0.074589,0.074589,-10022.173607
0.173016,0.173016,-11081.465256
0.089092,0.089092,-10128.264323
0.112924,0.112924,-10354.330555
0.077878,0.077878,-10043.502834
0.122674,0.122674,-10459.877901
0.104805,0.104805,-10271.614128
0.168500,0.168500,-11021.587894
0.193472,0.193472,-11360.991734
0.057839,0.057839,-9947.005593
0.030855,0.030855,-10041.163760
0.065507,0.065507,-9973.574886
0.142495,0.142495,-10691.346882
0.042149,0.042149,-9953.289170
0.064386,0.064386,-9968.773940
0.186995,0.186995,-11271.066185
0.150674,0.150674,-10792.332276
0.190707,0.190707,-11322.448637
