# FBP,BGP,LogLik
0.095385,0.095385,-10484.437643
0.137641,0.137641,-10954.725389
0.147630,0.147630,-11080.195574
0.127207,0.127207,-10828.410183
0.038965,0.038965,-10234.440005
0.173616,0.173616,-11423.263082
0.057690,0.057690,-10225.930714
0.073984,0.073984,-10308.037703
0.111700,0.111700,-10651.690921
0.171876,0.171876,-11399.642586
0.129930,0.129930,-10860.856721
0.140338,0.140338,-10988.185134
0.043274,0.043274,-10218.289508
0.070512,0.070512,-10285.831559
0.027379,0.027379,-10347.231942
0.147381,0.147381,-11077.015488
0.189752,0.189752,-11646.103312
0.146974,0.146974,-11071.828386
0.024936,0.024936,-10389.712512
0.138673,0.138673,-10967.491721
0.086645,0.086645,-10405.288757
0.018423,0.018423,-10555.602588
0.199895,0.199895,-11789.454773
0.144825,0.144825,-11044.553556
0.124488,0.124488,-10796.388828
0.174620,0.174620,-11436.926414
0.065068,0.065068,-10255.746794
0.133369,0.133369,-10902.371075
0.093656,0.093656,-10468.123312
0.024790,0.024790,-10392.528808
0.108214,0.108214,-10614.141952
0.126382,0.126382,-10818.649091
