# FBP,BGP,LogLik
0.122476,0.122476,-10679.076827
0.107584,0.107584,-10501.407297
0.061191,0.061191,-10085.841394
0.098074,0.098074,-10396.112034
0.054691,0.054691,-10057.096460
0.091164,0.091164,-10324.563393
0.153763,0.153763,-11088.602610
0.125098,0.125098,-10711.713563
0.136107,0.136107,-10852.418488
0.178443,0.178443,-11435.580871
0.010588,0.010588,-10658.580682
0.039789,0.039789,-10045.873751
0.144839,0.144839,-10967.767209
0.081647,0.081647,-10234.368848
0.130043,0.130043,-10774.204125
0.179553,0.179553,-11451.569094
0.147201,0.147201,-10999.472861
0.186623,0.186623,-11554.147814
0.030388,0.030388,-10101.108362
0.151326,0.151326,-11055.325938
0.140525,0.140525,-10910.407208
0.001511,0.001511,-12239.765016
0.008595,0.008595,-10807.474632
0.006754,0.006754,-10988.882943
0.105523,0.105523,-10477.991282
0.155302,0.155302,-11109.707669
0.081072,0.081072,-10229.268314
0.000646,0.000646,-12991.332383
0.034979,0.034979,-10065.918730
0.189701,0.189701,-11599.169057
0.048932,0.048932,-10042.222314
0.170677,0.170677,-11324.564538
