# FBP,BGP,LogLik
0.107732,0.107732,-9140.748310
0.029207,0.029207,-8861.338125
0.126817,0.126817,-9377.952890
0.052879,0.052879,-8732.477408
0.138183,0.138183,-9532.997604
0.069429,0.069429,-8792.875228
0.000834,0.000834,-11946.734312
0.058979,0.058979,-8745.324280
0.016379,0.016379,-9197.967219
0.099008,0.099008,-9043.962745
0.057778,0.057778,-8741.814716
0.127998,0.127998,-9393.631258
0.099987,0.099987,-9054.408906
0.007209,0.007209,-9858.356054
0.063727,0.063727,-8763.373054
0.097812,0.097812,-9031.355593
0.114441,0.114441,-9220.459607
0.020974,0.020974,-9035.912697
0.129994,0.129994,-9420.356516
0.068740,0.068740,-8788.895051
0.036584,0.036584,-8779.128258
0.161065,0.161065,-9870.366764
0.013725,0.013725,-9326.597595
0.185954,0.185954,-10269.093140
0.141253,0.141253,-9576.406299
0.095118,0.095118,-9003.594112
0.002232,0.002232,-10963.551630
0.078025,0.078025,-8850.849394
0.129160,0.129160,-9409.145357
0.171783,0.171783,-10038.372168
0.123553,0.123553,-9335.194721
0.079541,0.079541,-8862.543446
