# FBP,BGP,LogLik
0.099714,0.099714,-10150.803443
0.114743,0.114743,-10311.114333
0.053937,0.053937,-9838.284196
0.088012,0.088012,-10040.357182
0.026600,0.026600,-9979.698537
0.103323,0.103323,-10187.604407
0.010791,0.010791,-10542.160593
0.009650,0.009650,-10628.255339
0.135930,0.135930,-10563.129830
0.010996,0.010996,-10527.913252
0.104257,0.104257,-10197.310396
0.053205,0.053205,-9836.962992
0.037539,0.037539,-9863.237095
0.114664,0.114664,-10310.228498
0.059293,0.059293,-9853.080028
0.091276,0.091276,-10069.675194
0.027795,0.027795,-9960.836879
0.025297,0.025297,-10002.532703
0.021306,0.021306,-10089.871492
0.014312,0.014312,-10337.480360
0.110743,0.110743,-10266.716973
0.151201,0.151201,-10758.991135
0.158473,0.158473,-10855.662557
0.191569,0.191569,-11318.505883
0.033678,0.033678,-9891.638504
0.027124,0.027124,-9971.202044
0.093991,0.093991,-10094.971535
0.172202,0.172202,-11043.368800
0.153414,0.153414,-10788.189493
0.111636,0.111636,-10276.527112
0.031357,0.031357,-9914.720209
0.078253,0.078253,-9960.835450
