# Model,FBP,BGP,MarginalLogLikSum,MarginalLogLikSMC
2,0.190505,0.190505,-12439.083500, -12488.162475
2,0.130142,0.130142,-12634.199561, -12724.183673
2,0.095267,0.095267,-13033.655688, -13060.966733
2,0.155515,0.155515,-12510.141008, -12514.721138
2,0.050925,0.050925,-14398.423294, -14440.583856
2,0.162166,0.162166,-12480.435306, -12540.076203
2,0.067659,0.067659,-13706.584904, -13778.310826
2,0.014931,0.014931,-18149.271842, -18216.085050
2,0.156576,0.156576,-12504.836361, -12601.074911
2,0.038192,0.038192,-15188.382956, -15267.414963
2,0.128860,0.128860,-12642.928571, -12755.693216
2,0.053957,0.053957,-14249.636487, -14368.128148
2,0.137090,0.137090,-12593.210970, -12633.792815
2,0.025220,0.025220,-16440.773712, -16481.208911
2,0.124782,0.124782,-12673.261719, -12699.427393
2,0.038404,0.038404,-15172.492604, -15222.294689
2,0.100672,0.100672,-12945.953899, -12983.913408
2,0.174540,0.174540,-12446.385494, -12484.682364
2,0.095084,0.095084,-13036.831424, -13125.554779
2,0.154413,0.154413,-12515.882876, -12553.192597
2,0.029290,0.029290,-15976.620717, -16020.895331
2,0.131431,0.131431,-12625.802548, -12674.298701
2,0.030396,0.030396,-15863.624066, -15942.089669
2,0.153713,0.153713,-12519.657886, -12640.099386
2,0.142812,0.142812,-12566.966308, -12573.203738
2,0.080481,0.080481,-13339.734739, -13423.763615
2,0.094008,0.094008,-13055.777047, -13095.477023
2,0.033683,0.033683,-15555.358723, -15571.736944
2,0.127104,0.127104,-12655.503492, -12674.941470
2,0.182537,0.182537,-12437.867927, -12496.510539
2,0.112085,0.112085,-12795.078944, -12946.747194
2,0.063031,0.063031,-13869.391252, -13943.316277
3,0.190505,0.190505,-12006.881255, -12207.055588
3,0.130142,0.130142,-12006.970520, -12098.242791
3,0.095267,0.095267,-12198.131136, -12608.198821
3,0.155515,0.155515,-11960.703131, -12135.764948
3,0.050925,0.050925,-13196.251766, -13329.084350
3,0.162166,0.162166,-11981.215383, -12082.139596
3,0.067659,0.067659,-12920.283522, -13068.304044
3,0.014931,0.014931,-16239.446828, -16535.353890
3,0.156576,0.156576,-12009.217441, -12359.124145
3,0.038192,0.038192,-13958.452539, -14183.778441
3,0.128860,0.128860,-12012.584548, -12153.316428
3,0.053957,0.053957,-13081.179963, -13351.434007
3,0.137090,0.137090,-11982.451915, -12202.501886
3,0.025220,0.025220,-14846.703952, -15214.142795
3,0.124782,0.124782,-12032.832180, -12219.917444
3,0.038404,0.038404,-13806.313615, -13936.657354
3,0.100672,0.100672,-12142.802756, -12359.223356
3,0.174540,0.174540,-11994.120664, -12222.071598
3,0.095084,0.095084,-12311.742006, -12640.628754
3,0.154413,0.154413,-11960.399371, -12055.352813
3,0.029290,0.029290,-14327.564013, -14549.859141
3,0.131431,0.131431,-12001.679061, -12069.433566
3,0.030396,0.030396,-14362.171026, -14455.119256
3,0.153713,0.153713,-11960.305844, -12218.367637
3,0.142812,0.142812,-12134.020500, -12302.677671
3,0.080481,0.080481,-12405.238458, -12953.341777
3,0.094008,0.094008,-12212.443136, -12413.589222
3,0.033683,0.033683,-14029.436934, -14127.244331
3,0.127104,0.127104,-12020.850714, -12222.764995
3,0.182537,0.182537,-12022.701258, -12187.938874
3,0.112085,0.112085,-12054.876251, -12103.596581
3,0.063031,0.063031,-12791.723916, -13050.847815
4,0.190505,0.190505,-11690.789660, -12223.827750
4,0.130142,0.130142,-11545.269398, -12080.767629
4,0.095267,0.095267,-11599.667086, -11958.280461
4,0.155515,0.155515,-11903.312304, -12076.861637
4,0.050925,0.050925,-12352.337311, -12897.508720
4,0.162166,0.162166,-11929.968744, -12250.031775
4,0.067659,0.067659,-11979.169386, -12680.133347
4,0.014931,0.014931,-14304.534161, -15045.692581
4,0.156576,0.156576,-11852.211082, -12052.941935
4,0.038192,0.038192,-12492.972118, -12886.510033
4,0.128860,0.128860,-11508.668597, -12030.658688
4,0.053957,0.053957,-12269.448626, -12848.152085
4,0.137090,0.137090,-11598.332598, -12036.500343
4,0.025220,0.025220,-13467.997385, -14024.982907
4,0.124782,0.124782,-11516.191212, -11787.159490
4,0.038404,0.038404,-12815.469969, -13117.298419
4,0.100672,0.100672,-11566.726176, -12023.941952
