# FBP,BGP,LogLik
0.100649,0.100649,-10010.581192
0.069779,0.069779,-9747.985070
0.129404,0.129404,-10351.511932
0.049949,0.049949,-9683.205156
0.045953,0.045953,-9686.813374
0.039269,0.039269,-9711.210702
0.191980,0.191980,-11267.215217
0.098583,0.098583,-9988.990597
0.150323,0.150323,-10636.252637
0.094798,0.094798,-9950.691244
0.117508,0.117508,-10202.223711
0.116828,0.116828,-10194.008880
0.195977,0.195977,-11331.387615
0.133687,0.133687,-10407.663129
0.047954,0.047954,-9684.104528
0.003040,0.003040,-11599.012014
0.043736,0.043736,-9692.118800
0.091104,0.091104,-9914.943144
0.078684,0.078684,-9808.481129
0.162465,0.162465,-10812.341157
0.157111,0.157111,-10733.815857
0.017819,0.017819,-10084.589059
0.190402,0.190402,-11242.042630
0.105491,0.105491,-10062.906156
0.119281,0.119281,-10223.804267
0.081011,0.081011,-9826.648358
0.129900,0.129900,-10357.957100
0.174265,0.174265,-10989.958731
0.134787,0.134787,-10422.282720
0.194020,0.194020,-11299.891151
0.140224,0.140224,-10495.597100
0.164344,0.164344,-10840.213687
