# FBP,BGP,LogLik
0.017339,0.017339,-9157.556055
0.097478,0.097478,-9105.318471
0.180925,0.180925,-10185.040625
0.087889,0.087889,-9016.131665
0.137867,0.137867,-9572.018897
0.034052,0.034052,-8858.185143
0.049352,0.049352,-8809.371770
0.084700,0.084700,-8988.900538
0.062761,0.062761,-8844.536998
0.128775,0.128775,-9456.361528
0.165286,0.165286,-9950.827821
0.071619,0.071619,-8892.528976
0.152644,0.152644,-9770.877738
0.056032,0.056032,-8820.243471
0.080617,0.080617,-8956.028745
0.007113,0.007113,-9775.360298
0.028923,0.028923,-8910.072759
0.022487,0.022487,-9017.909122
0.115387,0.115387,-9296.443627
0.125530,0.125530,-9416.413978
0.011076,0.011076,-9447.350700
0.111719,0.111719,-9255.012924
0.150630,0.150630,-9743.030223
0.100825,0.100825,-9138.787664
0.092336,0.092336,-9056.192557
0.126857,0.126857,-9432.660383
0.076499,0.076499,-8925.340703
0.121511,0.121511,-9367.968445
0.184918,0.184918,-10246.803151
0.170978,0.170978,-10034.630759
0.147548,0.147548,-9700.853388
0.174708,0.174708,-10090.448532
