# FBP,BGP,LogLik
0.017966,0.017966,-9429.256928
0.129690,0.129690,-9753.484801
0.146520,0.146520,-9971.795806
0.135619,0.135619,-9828.516676
0.010380,0.010380,-9792.396263
0.058861,0.058861,-9111.490403
0.090218,0.090218,-9320.722484
0.057421,0.057421,-9106.773818
0.162103,0.162103,-10187.437623
0.026223,0.026223,-9236.253246
0.122436,0.122436,-9664.720576
0.197643,0.197643,-10720.720343
0.180511,0.180511,-10456.897543
0.044431,0.044431,-9095.346818
0.000016,0.000016,-15530.619041
0.196119,0.196119,-10696.771622
0.176543,0.176543,-10397.536933
0.183894,0.183894,-10508.031458
0.083101,0.083101,-9259.142659
0.148923,0.148923,-10004.248358
0.042566,0.042566,-9099.393561
0.078461,0.078461,-9222.726519
0.170310,0.170310,-10305.695684
0.025522,0.025522,-9247.992835
0.178773,0.178773,-10430.815104
0.099302,0.099302,-9407.986735
0.085219,0.085219,-9276.785029
0.061129,0.061129,-9120.050869
0.183370,0.183370,-10500.068809
0.103525,0.103525,-9451.442688
0.160805,0.160805,-10169.028680
0.171530,0.171530,-10323.547634
