# FBP,BGP,LogLik
0.022467,0.022467,-7967.271447
0.179562,0.179562,-9245.412143
0.191525,0.191525,-9442.598587
0.116820,0.116820,-8356.597329
0.138779,0.138779,-8637.960320
0.073945,0.073945,-7931.260895
0.110131,0.110131,-8278.230774
0.166414,0.166414,-9038.372493
0.031900,0.031900,-7851.745526
0.100349,0.100349,-8170.617688
0.081844,0.081844,-7993.705010
0.173277,0.173277,-9145.163883
0.026198,0.026198,-7909.295183
0.178351,0.178351,-9225.912570
0.050054,0.050054,-7813.459031
0.121140,0.121140,-8409.118826
0.075980,0.075980,-7946.467968
0.186549,0.186549,-9359.563673
0.039506,0.039506,-7815.042978
0.100508,0.100508,-8172.295095
0.045658,0.045658,-7808.585219
0.160245,0.160245,-8944.830418
0.054211,0.054211,-7823.988338
0.190698,0.190698,-9428.688659
0.184880,0.184880,-9332.037631
0.095038,0.095038,-8115.996551
0.002586,0.002586,-9374.062648
0.193084,0.193084,-9468.890283
0.137193,0.137193,-8616.480269
0.098396,0.098396,-8150.200300
0.120817,0.120817,-8405.147684
0.022197,0.022197,-7972.259266
