# FBP,BGP,LogLik
0.156780,0.156780,-9926.078056
0.107194,0.107194,-9274.544539
0.087470,0.087470,-9076.749846
0.095099,0.095099,-9147.636251
0.142610,0.142610,-9722.581677
0.000478,0.000478,-12597.789370
0.012539,0.012539,-9552.732302
0.168267,0.168267,-10099.168455
0.199530,0.199530,-10602.083943
0.048317,0.048317,-8891.037477
0.080023,0.080023,-9015.705842
0.140390,0.140390,-9691.792155
0.132957,0.132957,-9591.073147
0.156747,0.156747,-9925.582066
0.182824,0.182824,-10327.889951
0.052814,0.052814,-8890.277460
0.105415,0.105415,-9254.879958
0.028099,0.028099,-9041.152790
0.194062,0.194062,-10511.027987
0.151480,0.151480,-9848.596776
0.037470,0.037470,-8933.986482
0.147971,0.147971,-9798.178667
0.159767,0.159767,-9970.415184
0.027290,0.027290,-9054.862746
0.099846,0.099846,-9195.486101
0.164548,0.164548,-10042.373027
0.069434,0.069434,-8945.727221
0.010095,0.010095,-9723.761509
0.068816,0.068816,-8942.353490
0.156396,0.156396,-9920.406114
0.020080,0.020080,-9224.157520
0.062050,0.062050,-8911.413215
