# FBP,BGP,LogLik
0.075335,0.075335,-8997.868551
0.020777,0.020777,-9143.884566
0.133305,0.133305,-9658.161502
0.038406,0.038406,-8898.169093
0.095094,0.095094,-9181.850190
0.193487,0.193487,-10592.422103
0.006334,0.006334,-10022.985225
0.030346,0.030346,-8965.386312
0.059716,0.059716,-8902.335261
0.188361,0.188361,-10506.628349
0.181768,0.181768,-10397.767657
0.032400,0.032400,-8942.800807
0.196224,0.196224,-10638.621038
0.150150,0.150150,-9901.670940
0.107995,0.107995,-9328.280628
0.186341,0.186341,-10473.080936
0.176121,0.176121,-10305.913348
0.078263,0.078263,-9021.359945
0.131269,0.131269,-9629.883246
0.129477,0.129477,-9605.235176
0.065394,0.065394,-8930.540269
0.035878,0.035878,-8913.470667
0.093362,0.093362,-9163.587962
0.052656,0.052656,-8880.365000
0.071013,0.071013,-8966.082043
0.190829,0.190829,-10547.801850
0.092228,0.092228,-9151.820770
0.136978,0.136978,-9709.824874
0.067246,0.067246,-8941.478708
0.199172,0.199172,-10688.713296
0.131754,0.131754,-9636.590660
0.039202,0.039202,-8894.277416
